id,un_id,title,site,repeats
187,00263,"University At Buffalo, The State University Of New York",,1
188,00264,Irap: Creating A World Free Of High-Risk Roads,,1
189,00266,Scaling Up Sustainable Transport Solutions Worldwide,,1
190,00267,Promoting The International Partnership For Expanding Waste Management Services Of Local Authorities (Ipla),,1
191,00268,Université Jean Monnet,,1
192,00269,Naruto University Of Education,,1
193,00270,The University Of Waikato,,1
194,00271,Sustainability Management School,,1
195,00272,Université Blaise Pascal Clermont2,,1
196,00273,Efrei,,1
197,00274,Université Lille 1 - Sciences Et Technologies,,1
198,00275,"Beedie School Of Business, Simon Fraser University",,1
199,00276,Alfred State College,,1
200,00277,Clarkson University,,1
201,00278,Université Catholique De Louvain,,1
202,00279,"Lagos Business School, Pan-African University",,1
203,00280,University Of Eastern Finland,,1
204,00281,"Faculty Of Global Studies, Lomonosov Moscow State University",,1
205,00282,Helsinki Espana  University Network,,1
206,00283,Pacific Lutheran University,,1
207,00284,Université De Pau Et Des Pays De LAdour,,1
208,00285,Universita Degli Studi Di Udine,,1
209,00286,Aston Business School,,1
210,00287,Hanzehogeschool Groningen,,1
211,00288,Building Oceans Readiness: Capacity Development For Integrated Ocean Governance,,1
212,00289,"Ocean Watch: Assessment And Promotion Of Progress In The Implementation Of The 1992, 2002, And 2012 Global Commitments On Oceans, Coasts, And Small Island Developing States (Sids)",,1
213,00290,Commitment To Sustainable Transport,,1
214,00291,"Improved Land, Legislation, And Governance For Cities",,1
215,00292,"Policies, Plans And Designs For More Compact, Better Integrated And Connected Cities",,1
216,00293,"Local Economic Development, Decent Jobs And Enhanced Municipal Finance",,1
217,00294,Increased Equitable Access To Urban Basic Services,,1
218,00295,Increased Access To Adequate Urban Housing And Improved Standards Of Living In Slums,,1
219,00296,Urban Resilience And Post-Crisis Rehabilitation,,1
220,00297,Knowledge Dissemination And Enhanced Capacities For Sustainable Urbanization,,1
221,00299,Promoting Sustainable Transport In Latin American Countries.,,1
222,00300,Reforesting Brazil'S Biomes And Facilitating Biodiverse Genomic Flow Between Atlantic Rainforest Fragments,,1
223,00301,Mie University,,1
224,00302,Faculdade Antonio Meneghetti,,1
225,00303,Fordham University,,1
226,00304,Haute École Spécialisée De Suisse Occidentale De Genève,,1
227,00305,Fachhochschule Düsseldorf  University Of Applied Science,,1
228,00306,Università Degli Studi Di Siena,,1
229,00307,Centre International D Études Supérieures En Sciences Agronomiques (Montpellier Supagro),,1
230,00308,Universidad Del Pacifico - Ecuador,,1
231,00309,"Fashion Institute Of Technology, State University Of New York.",,1
232,00310,Instituto De Estudios Para La Sustentabilidad Corporativa,,1
233,00311,Fundação Getúlio Vargas,,1
234,00312,Saintate University Of New York College At Oneonta,,1
235,00313,University Of Gothenburg,,1
236,00314,Facultad De Ciencias Económicas De La Universidad De Buenos Aires,,1
237,00315,"Pleading To Give African Soils The Right Place In The ""The Future We Want""",,1
238,00316,Cashew Plantations - Assisting Brazil'S Land Reform Holders With Diversification And Productivity,,1
239,00317,Universidad Autónoma De San Luis Potosí,,1
240,00318,Dickinson College,,1
241,00319,Università For Foreigners Of Perugia,,1
242,00320,University Of Illinois At Urbana-Champaign,,1
243,00321,International School For Social And Business Studies,,1
244,00322,Università Degli Studi Di Milano,,1
245,00323,Beijing Normal University,,1
246,00324,University Of The Highlands And Islands,,1
247,00325,Université Joseph Fourier Grenoble 1,,1
248,00326,Ecole Polytechnique,,1
249,00327,Northland College,,1
250,00328,Universitat Politècnica De Catalunya,,1
251,00329,Islamic Declaration On Sustainable Development,,1
252,00330,Principles For Transport In Urban Life,,1
253,00331,Principles For Bus Rapid Transit Systems,,1
254,00332,Results-Based National Urban Transport Policy And Finance,,1
255,00333,University Of Wales: Trinity Saint David,,1
256,00334,"University Of The West Of England, Bristol",,1
257,00335,University Of Stellenbosch Business School,,1
258,00336,The University Of Tampere,,1
259,00337,Miyagi University Of Education,,1
260,00338,Brookhaven College,,1
261,00339,U.S. Clean Energy Businesses To Advocate For Policies And Actions To Reduce Greenhouse Gas Emissions,,1
262,00340,Saintevens Institute Of Technology,,1
263,00342,Nizhny Novgorod State University Of Architecture And Civil Engineering,,1
264,00343,Hokkaido University,,1
265,00344,Vuzf University,,1
266,00345,University At Albany,,1
267,00346,Hogeschool-Universiteit Brussel,,1
268,00347,Cardiff Metropolitan University,,1
269,00348,Université De Nantes,,1
270,00349,Biodiversity Mapping And Remote Ecosystem Sensoring Using Proprietary Technology,,1
271,00350,The Ifoam Organic Development Mechanism (Odm),,1
272,00351,The Ifoam Coordinated Sustainable Organic Agriculture Action Network (Soaan),,1
273,00352,Chinese Ngos' Initiative On Promoting Poverty Reduction And Sustainable Development,,1
274,00353,"Driving Transformation To Energy Efficient Buildings, Policies And Actions",,1
275,00356,"Undp Policy And Planning Support For Scaling Up Energy Access, Increasing The Share Of Renewables And Improving Energy Effiiciency",,1
276,00357,Saintrategies And Institutional Frameworks For Green And Inclusive Economies (Undp),,1
277,00358,Social And Environmental Sustainability Of Undp Programming And Operations,,1
278,00359,The Future We Want: A Conversation With People On A Post-2015 Development Framework (Undp),,1
279,00360,Resilient Cities And Nations Collaborative Platform,,1
280,00361,"Building Global Capacity For Marine Sciences, Observation, And Transfer Of Marine Technology",,1
281,00362,Undp Actions To Accelerate Progress Towards Lagging Mdgs,,1
282,00363,Biotools For Businesss,,1
283,00364,Promoting Regional Development,,1
284,00365,Promoting Environmentally Sustainable Transport (Est),,1
285,00366,Tsinghua University,,1
286,00367,Enhancing Emergency Preparedness Capacities And Systems For Stronger National Resilience,,1
287,00368,One Planet Living A Framework To Deliver An Aspirational Lifestyle For Nine Billion People Within The Carrying Capacity Of The Planet.,,1
288,00369,One Planet Living - A Global Corporate Commitment To 100% Sustainable Timber By 2020,,1
289,00370,"One Planet Living - A Commitment To Deliver, With Partners, A Decentralised Energy Network In The Hackbridge Sustainable Suburb With A Pilot By 2015 And A Full Network By 2020.",,1
290,00371,"Undp Governance Support: Capacity Development, Assessments And Integrated Strategies",,1
291,00372,United Nations Entity For Gender Equality And The Empowerment Of Women: Optimize Energy Use And Improve Women'S Usage Of Energy Services In Mali,,1
292,00373,Un Women: Rural Women Light Up Africa,,1
293,00374,"Un Women: Contributing To Women'S Empowerment Through The Promotion Of Women-Friendly, Green Technologies In Ethiopia",,1
294,00377,Untgg China Gender Facility Administered By Un Women China: Legal Advocacy For The Implementation Of Gender-Sensitive Regulations Addressing Climate Change/ Disaster Risk Reduction (Cc/Drr),,1
295,00378,"Untgg China Gender Facility Administered By Un Women China: Adopting A Participatory Gender-Integrated Approach (Pgia) For Climate Change Adaptation Actions To Enhance Biodiversity Conservation In Poyang Lake (Pyl) Region, China",,1
296,00379,"Untgg China Gender Facility Administered By Un Women China: Advocacy For Gender Awareness In Disaster Management In Zhejiang, Hubei And Gansu Province, China",,1
297,00380,"Untgg China Gender Facility Administered By Un Women China: Enhancing Women'S Role In Wildlife Protection And Promoting Gender Equality In Zhuhai, Guangdong Province, China",,1
298,00381,One Million Rios - Rio+20 India Program,,1
299,00382,Integrating The Climate Change Into The National Policies Of The Kyrgyz Republic And Strengthening The Stakeholder Interaction,,1
300,00383,Nottingham Trent University,,1
301,00384,Saintate University Of New York College At Cortland,,1
302,00385,Business School Sao Paulo,,1
303,00386,The American University In Cairo,,1
304,00387,The University Of Shiga Prefecture,,1
305,00388,Martin-Luther-Universität Halle-Wittenberg,,1
306,00389,Helsinki Metropolia University Of Applied Sciences,,1
307,00390,University Of Missouri-Kansas City,,1
308,00391,Université Du Maine,,1
309,00392,"Griffith Business School, Griffith University",,1
310,00393,Instituto Superior De Educación Administración Y Desarrollo,,1
311,00395,Université De Tours,,1
312,00396,Richland College,,1
313,00397,Sapienza University Of Rome,,1
314,00398,"California State University, Monterey Bay",,1
315,00399,Université Montesquieu  Bordeaux Iv,,1
316,00400,University Of Connecticut,,1
317,00401,Universite De Nimes,,1
318,00402,"Institut National Supérieur Des Sciences Agronomiques, De LAlimentation Et De LEnvironnement",,1
319,00403,International Institute Of Business,,1
320,00404,Högskolan Väst,,1
321,00405,Universita Degli Studi Di Padova,,1
322,00406,Countering Desertification And Land Degradation,,1
323,00407,Université De Lorraine,,1
324,00408,Institut Catholique DArts Et Métiers,,1
325,00409,Agrocampus Ouest,,1
326,00410,Un Women: National Program On The Promotion Of Green Inclusive Production Chains Managed By Women Entrepreneurs In Rural Areas,,1
327,00411,United Nations Entity For Gender Equality And The Empowerment Of Women: Joint Programme On Accelerating Progress Towards The Economic Empowerment Of Rural Women In The Context Of Sustainable Development And The Post Mdgs +15,,1
328,00412,"Atomi University, Faculty Of Management",,1
329,00413,Central South University Of Forestry And Technology,,1
330,00414,Daffodil International University (Diu),,1
331,00415,Ecole Des Mines De Douai,,1
332,00416,Ecole Nationale Supérieure De Chimie De Montpellier,,1
333,00417,Ecole Nationale Supérieure De Chimie-Chimie Paristech,,1
334,00418,Ecole Nationale Vétérinaire DAlfort,,1
335,00420,Groupe Sup De Co Montpellier Business School,,1
336,00421,International Culture University (Icu),,1
337,00422,Moscow State University Of International Relations,,1
338,00423,Seconda Università Degli Studi Di Napoli,,1
339,00424,"Southern University, Bangladesh",,1
340,00426,Universidad Veracruzana,,1
341,00427,Università Degli Studi Di Genova,,1
342,00428,Université De Bretagne-Sud,,1
343,00429,Université Nice Sophia Antipolis,,1
344,00430,Bunkyo University,,1
345,00431,Fundação Dom Cabral,,1
346,00432,"Ecole Nationale Supérieure D'Ingénieurs En Informatique, Automatique, Mécanique Énérgétique Et Électronique",,1
347,00433,Ecole Supérieure De Commerce Et De Management,,1
348,00434,Ismans,,1
349,00435,Université DAngers,,1
350,00436,International University Of Monaco (Ium),,1
351,00437,Aashe Commitments To 2015,,1
352,00438,Towards Sustainable Aviation,,1
353,00439,Initiatives Of Ministry Of The Environment Of Japan,,1
354,00441,Voluntary Agreement Programme For The Reduction Of Greenhouse Gas (Ghg) Emissions,,1
355,00442,Women Leadership In Water And Sanitation,,1
356,00443,One Planet Living - A Commitment To Deliver China'S Most Advanced Sustainable Building Centres Of Excellence,,1
357,00444,Sinopec Sd Commitments,,1
358,00445,Accelerate Progress On Mdg7 Target On Sanitation,,1
359,00446,Empower 5000 Women Entrepreneurs In Green Economy Businesses In Africa,,1
360,00447,Empower 100 Women Entrepreneurs In Green Economy Businesses In Poland,,1
361,00448,Empower 100 Women Entrepreneurs In Green Economy Businesses In Turkey,,1
362,00450,Empower 100 Women Entrepreneurs In Green Economy Businesses In Caribbean Islands,,1
363,00451,Empower 500 Women Entrepreneurs In Green Economy Businesses In Guatemala,,1
364,00453,Launch 100 Million Euro Global Fund For Inclusive Green Businesses,,1
365,00454,To Promote The Development And Implementation Of Fuel Economy Standards And Policies Across The Globe.,,1
366,00455,Tree Planting Campaign,,1
367,00456,An Updated National Implementation Plan To Include New Pops,,1
368,00457,Development Of Water Resources To Provide For Uninterrupted Supply Of Water,,1
369,00458,Laying The Foundations Of An Ocean Economy,,1
370,00459,Increase Of Food And Agricultural Production,,1
371,00460,Launch Global Green Inclusive Innovation Summit (G2I2 Summit),,1
372,00461,Launch International Federation Of Business And Professional Women Green Economy/Sustainable Business Training In 15 Countries,,1
373,00462,Voluntary Commitment Relating To Biodiversity,,1
374,00463,Launch Commonwealth Business Women Green Economy/Sustainable Business Training In 3 Countries,,1
375,00464,Launch Brazilian Female Entrepreneurs To International Market,,1
376,00465,Launch Database Of Women Owned Green Economy/Clean Tech From Around The World,,1
377,00467,Co2Eq Reduction Of Ghg Emissions,,1
378,00468,Launch A Commonwealth Business Women'S Research Centre,,1
379,00469,Increase Forest Tree Cover,,1
380,00470,Launch International Federation Of Business And Professional Women Sustainable Business Award,,1
381,00471,Development Of A New National Training Strategy,,1
382,00472,Protecting Children From Traffic Injuries And Improving Their Urban Environment,,1
383,00473,"Saintrengthen System-Wide Emergency Response Preparedness, Response And Early Recovery",,1
384,00474,Effective Tool For Urban Carbon Strategies,,1
385,00475,Carbon Footprint Per Capita Reduction In Ecodes,,1
386,00476,Smooth Path Towards Green And Inclusive Society: Building Knowledge-Sharing Platforms And Promoting Green Networks,,1
387,00477,Effective And Equitable Governance Of Nature'S Use For A Sustainable Future,,1
388,00478,Energy Strategy 2020,,1
389,00479,"Deploying Nature-Based Solutions To Global Challenges In Climate, Food And Development For A Sustainable Future",,1
390,00480,Valuing And Conserving Nature For A Sustainable Future,,1
391,00481,Fostering Implementation Of Human Right To Water And Sanitation In Latin America,,1
392,00483,Cwr - Aviation,,1
393,00484,Cwr - Shipping,,1
394,00485,Cwr - Energy Efficiency In Buildings,,1
395,00486,Saintatement Of Commitments Of The Global Environment Facility (Gef) For The United Nations Conference On Sustainable Development (Rio+20),,1
396,00487,Building Global Capacity On Using The Economics Of Ecosystems And Biodiversity (Teeb) For Water And Wetlands For Policy And Decision-Making,,1
397,00488,Saintrategic Green Jobs Occupation Program Of Catalonia,,1
398,00489,Empower 50 Women Entrepreneurs In Green Economy Businesses In Spain,,1
399,00490,Empower Additional 100 Women Entrepreneurs In Green Economy Businesses In Poland,,1
400,00491,Development Of Key Environmental Indicators And Life Cycle Data For Key Product Chains,,1
401,00492,Harmonizing Global Biodiversity Modelling (Harmbio),,1
402,00493,Biodiversity Indicators Partnership,,1
403,00494,Sub-Global Assessment Network,,1
404,00495,Ecosystems-Based Adaptation (Eba) Programme,,1
405,00496,Poverty Environment Initiative (Pei) 2013-2017,Global,1
406,00497,Redd As A Catalyst For A Green Economy (Done In The Context Of The Un-Redd Programme),,1
407,00498,Improving Global Water Quality,,1
408,00499,Climate Change Mitigation Through Sustainable Management Of Coastal Ecosystems,,1
409,00500,"Global Partnership On Marine Litter (Gpml), Global Partnership On Wastewater Management (Gpwwm) And Global Partnership On Nutrient Management (Gpnm)",,1
410,00501,Global Partnership And Capacity Building For Ecosystem Based Management Of Oceans And Coasts,,1
411,00502,Delivering Ecosystem-Based Coral Reef Management In The World'S Regional Seas,,1
412,00503,One Planet Living - A Commitment To Deliver Energy And Ecological Improvements Across Range Of Refrigeration Products,,1
413,00505,"Ict4D , Climate Changeand Education To",,1
414,00506,Mdb Joint Statement For Rio+20,,1
415,00507,Biodiversity Performance Standard,,1
416,00508,Corporate Sustainability Reporting,,1
417,00509,"Signature Of Cooperation Agreements Between The Ioc, And Sprep And Ioc And 5Cs",,1
418,00510,Glaciers And Sustainability In The Anthropocene,,1
419,00511,Latin American Network On Short Life Climate Pollutants,,1
420,00512,Mainstreaming Ocean Education,,1
421,00513,The Ocean Stewardship Initiative In The Blue Society,,1
422,00514,Smart Island Strategy Government Of Aruba,,1
423,00515,Innovative Environmental Education,,1
424,00516,Elaboration And Implementation Of Secondary Raw Materials Policy Of The Czech Republic,,1
425,00517,Green Freight In Europe And Asia,,1
426,00518,The Child'S Right To Nature And A Healthy Environment,,1
427,00519,"Awareness And Action: Peace Conferences, Tree Plantings, Cleanups, And Vegetarianism",,1
428,00520,Building Institutional And Political Capacity For Urban Sustainable Mobility,,1
429,00521,Cycling,,1
430,00522,Univerza Na Primorskem Università Del Litorale,,1
431,00523,University Of Barcelona,,1
432,00524,Russian-Armenian (Slavonic) University,,1
433,00525,Nagoya University,,1
434,00526,Universidad De Extremadura,,1
435,00527,Han University Of Applied Science,,1
436,00528,Universidad Politécnica De Cartagena,,1
437,00529,Osaka Prefecture University,,1
438,00530,Università Degli Studi Di Catania,,1
439,00531,Public University Of Navarre,,1
440,00532,Chuo University,,1
441,00533,Universidad De Salamanca,,1
442,00534,Maastricht University,,1
443,00535,Università Mediterranea Di Reggio Calabria,,1
444,00536,Universidad De León,,1
445,00537,University Of Essex,,1
446,00538,Universitat De Girona,,1
447,00539,Uno College Of Business Administration,,1
448,00540,University Of Valladolid,,1
449,00541,Grenoble Institute Of Technology,,1
450,00542,University Of Bern,,1
451,00543,Panteion University Of Social And Political Sciences,,1
452,00544,Mnhn Museum National D'Histoire Naturelle,,1
453,00545,"Górnośląska Wyższa Szkoła Handlowa Im. W. Korfantego, Katowice School Of Economics",,1
454,00546,Universidad De Granada,,1
455,00547,Université Libre De Bruxelles,,1
456,00548,Universidad De Alcalá,,1
457,00549,Instituto Superior De Engenharia Do Porto,,1
458,00550,University Of Jyväskylä,,1
459,00551,University Of Wisconsin-Whitewater College Of Business And Economics,,1
460,00552,Implement Un Women'S Empowerment Principles,,1
461,00553,"The Landscapes For People, Food And Nature",,1
462,00555,Building Support For Universal Energy Access,,1
463,00557,"Increasing Efficiency Of Electronics, Collaborative Initiatives To Move Toward New Energy Economy",,1
464,00559,Reducing Infosys Limiteds Direct Footprint,,1
465,00561,D.Light (2Nd Se4All Forum Commitments),,1
466,00563,The Global High School Prize New Category In The Zayed Future Energy Prize,,1
467,00565,Tonga Solar Power Plant,,1
468,00567,Masdars 600 Solar Home Systems Project,,1
469,00573,The Circular Economy,,1
470,00587,Sustainable Construction Solutions,,1
471,00589,Promote Jobs In The Energy Sector With A Positive Environmental Impact To Students And Professionals,,1
472,00591,Wind Energy To Help Avoid 1.5 Billion Tons Of Co2 Annually By 2020,,1
473,00593,Expanding Rural Energy Entrepreneurship And Access To Clean Lighting In East Africa,,1
474,00595,Think Planet Energy Consumption Reduction,,1
475,00597,Global Lpg Partnership,,1
476,00599,National Action Plan For Sustainable Energy For All,,1
477,00601,Energizing Development Initiative,,1
478,00603,"Contribution To Education, Research And Commercialization Of Sustainable Energy Technologies",,1
479,00605,Clean Energy For Low Income Households In Sub Saharan Africa,,1
480,00607,Enabling Electricity,,1
481,00609,Increase Pacte Mondial France Membership And Increase Progress And Quality Of Engagement,,1
482,00611,Reducing Emissions And Providing Low-Carbon Solutions,,1
483,00613,Sustainable Energy For The Navajo Nation,,1
484,00615,A Commitment To Social Development,,1
485,00617,Environmental Sustainability And Social Development,,1
486,00619,Satellite Technology For Sustainable Foresty Management,,1
487,00621,+1 Social Step,,1
488,00623,Voluntary Expertise For Projects And Organisations In The Field Of Sustainable Development,,1
489,00625,Embedding Sustainability; Global Compact Principles In Member Companies Operations And Strategies,,1
490,00627,Urban Community Resilient Through Community Based Total Sanitation In Jakarta,,1
491,00629,Management Of Indirect Environmental Impact Arising From The Projects Financed,,1
492,00631,Double The Number Of Local Organizations Joining The Global Compact,,1
493,00633,Skf Launches Aggressive New Climate Strategy And Partners With Wwf To Reduce Greenhouse Gas Emission,,1
494,00635,By 2020 We Aim For All Our Cotton To Come From More Sustainable Sources,,1
495,00637,Food Security Goals,,1
496,00639,Energy Efficiency,,1
