un_id,name,n
00279,"Lagos Business School, Pan-African University",0
00280,University Of Eastern Finland,0
00281,Lomonosov Moscow State University,0
00282,Helsinki Espana University Network,0
00283,Pacific Lutheran University,0
00284,Université De Pau Et Des Pays De L'Adour,0
00285,Universita Degli Studi Di Udine,0
00286,Aston Business School,0
00287,Hanzehogeschool Groningen,0
00288,Global Ocean Forum,0
00289,Global Ocean Forum,0
00290,African Development Bank,0
00291,United Nations Human Settlements Program,0
00292,United Nations Human Settlements Program,0
00293,United Nations Human Settlements Program,0
00294,United Nations Human Settlements Program,0
00295,United Nations Human Settlements Program,0
00296,United Nations Human Settlements Program,0
00297,United Nations Human Settlements Program,0
00299,Ilats Iniciativa Latinoamericana Para El Transporte Sostenible,0
00300,Arborem,0
00301,Mie University,0
00302,Faculdade Antonio Meneghetti,0
00303,Fordham University,0
00304,Haute École Spécialisée De Suisse Occidentale De Genève,0
00305,Fachhochschule Düsseldorf - University Of Applied Science,0
00306,Università Degli Studi Di Siena,0
00307,Montpellier Supagro,0
00308,Universidad Del Pacifico - Ecuador,0
00309,Fashion Institute Of Technology,0
00310,Instituto De Estudios Para La Sustentabilidad Corporativa,0
00311,Fundação Getúlio Vargas,0
00312,Saintate University Of New York College At Oneonta,0
00313,University Of Gothenburg,0
00314,Universidad De Buenos Aires,0
00315,Soil Carbon Network - Africa,0
00316,Arborem,0
00317,Universidad Autónoma De San Luis Potosí,0
00318,Dickinson College,0
00319,Università For Foreigners Of Perugia,0
00320,University Of Illinois,0
00321,International School For Social And Business Studies,0
00322,Università Degli Studi Di Milano,0
00323,Beijing Normal University,0
00324,University Of The Highlands And Islands,0
00325,Université Joseph Fourier,0
00326,Ecole Polytechnique,0
00327,Northland College,0
00328,Universitat Politècnica De Catalunya,0
00329,Islamic Educational Scientific And Culture Organization,0
00330,Institute For Transportation And Development Policy,0
00331,Institute For Transportation And Development Policy,0
00332,Institute For Transportation And Development Policy,0
00333,University Of Wales: Trinity Saint David,0
00334,"University Of The West Of England, Bristol",0
00335,University Of Stellenbosch Business School,0
00336,The University Of Tampere,0
00337,Miyagi University Of Education,0
00338,Brookhaven College,0
00339,Business Council For Sustainable Energy,0
00340,Saintevens Institute Of Technology,0
00342,Nizhny Novgorod State University Of Architecture And Civil Engineering,0
00343,Hokkaido University,0
00344,Vuzf University,0
00345,University At Albany,0
00346,Hogeschool-Universiteit Brussel,0
00347,Cardiff Metropolitan University,0
00348,Université De Nantes,0
00349,Arborem,0
00350,International Federation Of Organic Agriculture Movements,0
00351,International Federation Of Organic Agriculture Movements,0
00352,China Ngo Network For International Exchanges,0
00353,Johnson Controls,0
00356,United Nations Development Program,0
00357,United Nations Development Program,0
00358,United Nations Development Program,0
00359,United Nations Development Program,0
00360,United Nations International Strategy For Disaster Reduction,0
00361,Intergovernmental Oceanographic Commission Of Unesco,0
00362,United Nations Development Program,0
00363,Earthmind,0
00364,United Nations Centre For Regional Development,0
00365,United Nations Centre For Regional Development,0
00366,Tsinghua University,0
00367,United Nations Office For The Coordination Of Humanitarian Affairs (Ocha),0
00368,Bioregional,0
00369,Kingfisher Plc,0
00370,London Borough Of Sutton,0
00371,United Nations Development Program,0
00372,United Nations Entity For Gender Equality And The Empowerment Of Women,0
00373,United Nations Entity For Gender Equality And The Empowerment Of Women,0
00374,United Nations Entity For Gender Equality And The Empowerment Of Women,0
00377,United Nations Entity For Gender Equality And The Empowerment Of Women,0
00378,United Nations Entity For Gender Equality And The Empowerment Of Women,0
00379,United Nations Entity For Gender Equality And The Empowerment Of Women,0
00380,United Nations Entity For Gender Equality And The Empowerment Of Women,0
00381,Indian Astrobiology Research Centre (Iarc),0
00382,Civic Foundation Unison,0
00383,Nottingham Trent University,0
00384,Saintate University Of New York College At Cortland,0
00385,Business School Sao Paulo,0
00386,The American University In Cairo,0
00387,The University Of Shiga Prefecture,0
00388,Martin-Luther-Universität Halle-Wittenberg,0
00389,Metropolia University Of Applied Sciences,0
00390,University Of Missouri-Kansas City,0
00391,Université Du Maine,0
00392,Griffith University,0
00393,Instituto Superior De Educación Administración Y Desarrollo,0
00395,Université De Tours,0
00396,Richland College,0
00397,Sapienza University Of Rome,0
00398,"California State University, Monterey Bay",0
00399,Université Montesquieu ,0
00400,University Of Connecticut,0
00401,Universite De Nimes,0
00402,University Of Burgundy,0
00403,International Institute Of Business,0
00404,Högskolan Väst,0
00405,Universita Degli Studi Di Padova,0
00406,Elion Resources Group,0
00407,Université De Lorraine,0
00408,Institut Catholique DArts Et Métiers,0
00409,Agrocampus Ouest,0
00410,Guatemala,0
00411,United Nations Entity For Gender Equality And The Empowerment Of Women,0
00412,Atomi University,0
00413,Central South University Of Forestry And Technology,0
00414,Daffodil International University (Diu),0
00415,Ecole Des Mines De Douai,0
00416,Ecole Nationale Supérieure De Chimie De Montpellier,0
00417,Ecole Nationale Supérieure De Chimie-Chimie Paristech,0
00418,Ecole Nationale Vétérinaire DAlfort,0
00420,Groupe Sup De Co Montpellier Business School,0
00421,International Culture University (Icu),0
00422,Moscow State Institute Of International Relations,0
00423,Seconda Università Degli Studi Di Napoli,0
00424,"Southern University, Bangladesh",0
00426,Universidad Veracruzana,0
00427,Università Degli Studi Di Genova,0
00428,Université De Bretagne-Sud,0
00429,Université Nice Sophia Antipolis,0
00430,Bunkyo University,0
00431,Fundação Dom Cabral,0
00432,"Ecole Nationale Supérieure D'Ingénieurs En Informatique, Automatique, Mécanique Énérgétique Et Électronique",0
00433,Ecole Supérieure De Commerce Et De Management,0
00434,Institut Supérieur Des Matériaux Et Mécaniques Avancés,0
00435,Université DAngers,0
00436,International University Of Monaco,0
00437,Association For The Advancement Of Sustainability In Higher Education,0
00438,Air Transport Action Group,0
00439,Japan,0
00441,Government Of Catalonia,0
00442,Women For Water Partnership,0
00443,China Merchant Property Development,0
00444,Sinopec Sd,0
00445,Finland,0
00446,Cxcatalysts,0
00447,Cxcatalysts,0
00448,Hydra Consulting,0
00450,International Federation Of Business And Professional Women,0
00451,Cxcatalysts,0
00453,Aqal Investing,0
00454,United Nations Environment Program,0
00455,Mauritius,0
00456,Mauritius,0
00457,Mauritius,0
00458,Mauritius,0
00459,Mauritius,0
00460,Cxcatalysts,0
00461,International Federation Of Business And Professional Women,0
00462,Mauritius,0
00463,International Federation Of Business And Professional Women,0
00464,International Federation Of Business And Professional Women,0
00465,International Federation Of Business And Professional Women,0
00467,Mauritius,0
00468,International Federation Of Business And Professional Women,0
00469,Mauritius,0
00470,International Federation Of Business And Professional Women,0
00471,Mauritius,0
00472,Amend,0
00473,Food And Agricultural Organization,0
00474,Impact Economy,0
00475,Ecodes,0
00476,Eco-Forum Global,0
00477,International Union For Conservation Of Nature,0
00478,Liechtenstein,0
00479,International Union For Conservation Of Nature,0
00480,International Union For Conservation Of Nature,0
00481,Ecojure,0
00483,Carbon War Room,0
00484,Carbon War Room,0
00485,Carbon War Room,0
00486,Global Environment Facility,0
00487,Ramsar Secretariat,0
00488,Government Of Catalonia,0
00489,Cxcatalysts,0
00490,Cxcatalysts,0
00491,United Nations Environment Program,0
00492,United Nations Environment Program,0
00493,Secreatariat For The Convention On Biological Diversity,0
00494,United Nations Environment Program,0
00495,United Nations Development Program,0
00496,United Nations Development Program,0
00497,Food And Agricultural Organization,0
00498,Unwater,0
00499,United Nations Environment Program,0
00500,Italy,0
00501,United Nations Environment Program,0
00502,United Nations Environment Program,0
00503,Imbera,0
00505,Crisis Commons,0
00506,African Development Bank,0
00507,Green Destinations,0
00508,Earth Charter International,0
00509,Indian Ocean Commission,0
00510,Centro De Derechos Humanos Y Ambiente (Cedha),0
00511,Centro De Derechos Humanos Y Ambiente (Cedha,0
00512,World Ocean Network,0
00513,Nausicaà,0
00514,Aruba,0
00515,Environmental Quality Protection Foundation,0
00516,Czech Republic,0
00517,Green Freight Europe,0
00518,Earth Charter Initiative,0
00519,Yoga In Daily Life International Fellowship,0
00520,United Nations Human Settlement Program,0
00521,Dutch Cycling Embassy,0
00522,Univerza Na Primorskem,0
00523,University Of Barcelona,0
00524,Russian-Armenian (Slavonic) University,0
00525,Nagoya University,0
00526,Universidad De Extremadura,0
00527,Han University Of Applied Science,0
00528,Universidad Politécnica De Cartagena,0
00529,Osaka Prefecture University,0
00530,Università Degli Studi Di Catania,0
00531,Public University Of Navarre,0
00532,Chuo University,0
00533,Universidad De Salamanca,0
00534,Maastricht University,0
00535,Università Mediterranea Di Reggio Calabria,0
00536,Universidad De Leon,0
00537,University Of Essex,0
00538,Universitat De Girona,0
00539,University Of Nebraska Omaha,0
00540,University Of Valladolid,0
00541,Grenoble Institute Of Technology,0
00542,University Of Bern,0
00543,Panteion University Of Social And Political Sciences,0
00544,Mnhn Museum National D'Histoire Naturelle,0
00545,Katowice School Of Economics,0
00546,Universidad De Granada,0
00547,Université Libre De Bruxelles,0
00548,Universidad De Alcalá,0
00549,Instituto Superior De Engenharia Do Porto,0
00550,University Of Jyväskylä,0
00551,University Of Wisconsin,0
00552,Environmental Resources Management,0
00553,Bioversity International,0
00555,Practical Action,0
00557,Arm,0
00559,Infosys,0
00561,D.Light,0
00563,Zayed Future Energy Prize,0
00565,Abu Dhabi Fund For Development,0
00567,United Arab Emirates,0
00573,Lafarge,0
00587,World Wildlife Fund,0
00589,Ofertia,0
00591,Global Wind Energy Council,0
00593,Nuru Energy,0
00595,The Rezidor Hotel Group,0
00597,Ghana,0
00599,Ghana,0
00601,European Union,0
00603,Devi Renewable Energies,0
00605,E+Co,0
00607,World Food Program,0
00609,Pacte Mondial France,0
00611,Bayer Ag,0
00613,Nokero International Ltd,0
00615,United Nations Global Compact,0
00617,Sebel,0
00619,Ign Fi,0
00621,Educational Volunteers Foundation Of Turkey,0
00623,Polarstern,0
00625,Global Compact Network India,0
00627,Asia Pulp And Paper,0
00629,T.Garanti Bankasi A.S,0
00631,Global Compact Network Uruguay,0
00633,Skf,0
00635,Handm,0
00637,4H,0
00639,Dupont,0
00641,National Confederation Of Hellenic Commerce,0
00643,Nike. Inc,0
00645,"Nike, Inc",0
00647,"Nike, Inc",0
00649,Toyota,0
00651,Turkey,0
00653,Procter And Gamble,0
00655,Procter And Gamble,0
00657,Procter And Gamble,0
00659,A To Z Textile Mills Ltd.,0
00661,Green11,0
00663,Royal Philips Electronics,0
00665,Instituto Edp Brasil,0
00667,Schneider Electric,0
00675,Sk Corporation,0
00677,Siemens,0
00679,Kosif (Korea Sustainability Investing Forum),0
00681,Mitsubishi Chemical Holdings Corporation,0
00683,Agritech,0
00687,Iran Sustainable Development Academy,0
00689,Architecture 2030,0
00691,Kpmg International,0
00693,Kpmg International,0
00695,Kimberly-Clark Corporation,0
00697,Weyerhaeuser,0
00699,The Nature Conservancy,0
00701,United States,0
00703,Femsa Foundation,0
00705,Arbor Day Foundation,0
00707,Icm Inc,0
00711,Publix Super Markets,0
00713,Walt Disney Company,0
00715,Marriot International,0
00717,Acciona,0
00719,Cisco,0
00721,Embraco,0
00723,Bluesign®,0
00725,Lockheed Martin,0
00727,Nat (Naturally Advanced Technologies),0
00729,Tropical Forest Foundation,0
00731,Dell,0
00733,The Nature Conservancy,0
00735,Red De Placacentros,0
00737,African Union,0
00739,Total,0
00741,Telefonica,0
00743,Nexus Carbon For Development,0
00745,Skanska Ab,0
00747,Jucce,0
00749,Global Compact Network Australia,0
00751,Basf,0
00753,Ungc Nigeria Local Network,0
00755,Saintudents In Free Enterprise,0
00757,Horizont3000,0
00759,United Nations Foundation,0
00761,Canada,0
00763,Aid Green,0
00765,Shanxi Jinshang Energy Asset Management(Beijing) Ltd,0
00767,Abb,0
00769,Eni,0
00771,Official Credit Institute,0
00773,Gdf Suez,0
00775,Gdf Suez,0
00777,Gdf Suez,0
00779,Gdf Suez,0
00781,Gdf Suez,0
00783,Germany,0
00785,International Union For Conservation Of Nature,0
00787,Parana,0
00789,Parana,0
00791,Parana,0
00793,Entidades De Classe Paranaenses Afetas Ao Crea-Pr,0
00795,"Bharti Walmart, A Joint Venture Between Bharti Enterprises And Walmart",0
00797,Ethiopia,0
00799,Brazil,0
00801,Rede Brasileira Do Pacto Global,0
00803,Dell Inc,0
00805,Dell Inc,0
00807,Microsoft,0
00809,Clp Holding Limited,0
00811,"Nrel,",0
00813,Dnv,0
"00815, 00817, 00819, 00821, 00823, 00825, 00827, 00829",Suez Environnement,0
00831,Meadwestvaco,0
00833,Information Technology Industry Council,0
00835,Sompo Japan,0
00837,Novamont Spa,0
00839,South Africa,0
00841,Eskom,0
00843,Eskom,0
00845,Eni,0
00847,Bank Of America,0
00849,Cementos Argos S.A,0
00851,Cementos Argos S.A,0
00853,United Nations Global Compact,0
00855,Deutsche Post Dhl,0
00857,Sime Darby Berhad,0
00859,China Business Council For Sustainable Development,0
00861,Clinton Global Initiative,0
00863,Metsa Group,0
00865,Itc,0
00867,Hedon,0
00869,Deloitte,0
00873,Bridgestone Corporation,0
00877,Arcelormittal,0
00879,Arcelormittal,0
00881,European Union,0
00883,Borouge,0
00885,Rio Tinto,0
00887,Rio Tinto,0
00889,Dubai,0
00891,Turkey,0
00893,Arab African International Bank,0
00895,International Green Economy Association,0
00897,Niger Delta Partnership Initiative Foundation,0
00899,Green Brick Eco Solutions,0
00901,International Institute For Applied Systems Analysis,0
00903,World Bank,0
00905,World Bank,0
00907,World Bank,0
00909,World Bank,0
00911,World Bank,0
00913,Sonatrach,0
00917,International Renewable Energy Agency,0
00919,"Global Lighting And Energy Access Program (G-Leap),",0
00921,Vestas,0
00923,Socentix,0
00925,United Nations Industrial Development Office,0
00927,Norwegian Statkraft,0
00931,Entergy,0
00935,Saint Elizabeth Community Development Program,0
00937,World Business Council For Sustaianble Development,0
00939,Desi Power,0
00941,World Business Council For Sustaianble Development,0
00943,World Business Council For Sustaianble Development,0
00945,World Energy Council,0
00947,Osklen,0
00949,United States,0
00951,Associacão Nacional Dos Carroceiros E Catadores De Materiais Reciclãveis,0
00953,Reed Elsevier,0
00955,Nedbank Group,0
00959; 00957,Glaxosmith Klein,0
00961,The Coca Cola Company,0
00963,Philips Lighting,0
00965,Henkel,0
00967,Farm Africa,0
00969,Sabmiller,0
00971,Sabmiller,0
00973,Osaka Gas Group,0
00975,Renault-Nissan Alliance,0
00977,Italcementi Group,0
00979,United Nations Environment Program,0
00983,African Development Bank,0
00985,Microgaz Llp,0
00987,Windmade,0
00989,Food And Agriculture Organization,0
00991,Qatar,0
00993,The Energy And Resources Institute,0
00995,Collaborative Labeling And Appliance Standards Program,0
00997,World Bank,0
00999,"African Development Bank,",0
01001,United States,0
01003,United Nations Environment Program,0
01005,International Renewable Energy Agency,0
01007,International Renewable Energy Agency,0
01009,International Renewable Energy Agency,0
01013,International Renewable Energy Agency,0
01014,International Renewable Energy Agency,0
01015,International Renewable Energy Agency,0
01016,International Renewable Energy Agency,0
01017,Femsa,0
01018,"Brisa Auto-Estradas De Portugal, S.A",0
01019,Accenture,0
01020,Codethic Sa,0
01021,Duke Energy,0
01022,Eaton,0
01024,Global Forum On Human Settlements,0
01027,Global Compact Network Australia,0
01028,Global Compact Network Australia,0
01029,Global Compact Network Australia,0
01031,Ungc Italy Network,0
01032,Un Global Compact,0
01033,Ungc Japan Network,0
01034,World Ocean Council,0
01035,Deloitte,0
01036,National Business Initiative (Nbi),0
01037,Ab Inbev,0
01038,United States,0
01039,Aube Nouvelle Pour La Femme Et Le Developpement,0
01041,Afghanistan,0
01042,Bangladesh,0
01043,United Nations Department Of Public Information,0
01044,Pratham Usa,0
01047,Gdf Suez,0
01048,Curricula Educators Association,0
01049,Japan,0
01050,Norway,0
01051,International Fund For Agriculture Development,0
01052,China,0
01053,China,0
01055,Organization Of The Petroleum Exporting Countries,0
01056,Japan,0
01057,Japan,0
01058,United States,0
01059,Benin,0
01060,Burkina Faso,0
01061,Burundi,0
01062,Cambodia,0
01063,Central African Republic,0
01064,Chad,0
01065,Comoros,0
01067,Ethiopia,0
01068,Gambia,0
01069,Guinea,0
01070,Guinea-Bissau,0
01071,Haiti,0
01074,Liberia,0
01075,Madagascar,0
01077,Mali,0
01078,Mozambique,0
01079,Myanmar,0
01081,Niger,0
01082,Rwanda,0
01084,South Sudan,0
01085,Tajikistan,0
01086,Tanzania,0
01089,United Nations International Children'S Emergency Fund,0
01091,Congo,0
01093,Djibouti,0
01094,Ghana,0
01096,India,0
01097,Indonesia,0
01098,Laos,0
01100,Mauritania,0
01102,Nigeria,0
01103,Papua New Guinea,0
01104,Sao Tome And Principe,0
01105,Senegal,0
01106,Sri Lanka,0
01107,Sudan,0
01108,Uzbekistan,0
01111,Zambia,0
01113,Netherlands,0
01114,Australia,0
01115,"Global Fund To Fight Aids, Tuberculosis And Malaria",0
01116,"Global Fund To Fight Aids, Tuberculosis And Malaria",0
01117,Germany,0
01118,Ghana,0
01119,Japan,0
01120,United Nations International Children'S Emergency Fund,0
01121,"Global Fund To Fight Aids, Tuberculosis And Malaria",0
01122,United Nations Population Fund,0
01123,United Kingdom,0
01124,United States,0
01125,Harvard University,0
01126,Bill And Melinda Gates Foundation,0
01127,Zambia,0
01129,The Bill And Melinda Gates Foundation,0
01130,Elizabeth Glaser Pediatric Aids Foundation,0
01131,Empower,0
01132,Ford Foundation,0
01134,Global Fund For Women,0
01136,John D. And Catherine T. Macarthur Foundation,0
01137,Medtronic Foundation,0
01138,The Ty Danjuma Foundation,0
01139,Wellcome Trust,0
01140,United Nations Foundation,0
01142,United Nations Population Fund,0
01143,World Health Organization,0
01144,World Bank,0
01147,"Gavi, The Vaccine Alliance",0
01148,Global Fund,0
01151,Inter-Parliamentary Union,0
01153,"Partnership For Maternal, Newborn And Child Health",0
01154,Saintop Tb Partnership,0
01159,African Union,0
01160,Akaa Project,0
01161,United States,0
01163,Brac,0
01164,Bbc World Service Trust,0
01165,Care,0
01166,Caring And Living As Neighbours,0
01168,Dkt International,0
01169,Engenderhealth,0
01173,Fhi,0
01174,Global Alliance To Prevent Prematurity And Stillbirth,0
01176,Aspen Institute,0
01177,University Of Washington,0
01178,Iaim Australia,0
01179,International Baby Food Action Network,0
01183,International Federation Of Pharmaceutical Manufacturers And Associations,0
01184,International Planned Parenthood Federation,0
01187,United Nations Foundation,0
01188,Management Sciences For Health,0
01189,European Foundation For The Care Of Newborns And Infants,0
01190,Marie Stokes Uk,0
01191,Mothers2Mothers,0
01192,One,0
01193,Bhp Billiton Sustainable Communities,0
01194,Pathfinder International,0
01195,Planned Parenthood Federation Of America,0
01196,Population Council,0
01197,Population Services International,0
01198,The Reproductive Health Supplies Coalition,0
01199,Rotary Clubs,0
01200,Save The Children,0
01201,Sesame Workshop,0
01203,Bangladesh Women Chamber Of Commerce And Industry,0
01206,Water.Org,0
01207,Wateraid,0
01208,Waterhealth,0
01209,White Ribbon Alliance For Safe Motherhood,0
01210,Women And Children First (Uk),0
01211,Women Deliver,0
01212,Women'S Health And Education Center,0
01213,World Vision International,0
01214,World Young Women'S Christian Association,0
01216,(Red),0
01217,Dhaka University,0
01220,Joint United Nations Program On Hiv/Aids,0
01221,Bristol-Myers Squibb,0
01222,Dow Corning,0
01223,General Electric,0
01224,Glaxosmith Klein,0
01225,Clinton Foundation,0
01226,Intel,0
01227,Johnson And Johnson,0
01229,Lifespring Hospital,0
01230,Qiagen,0
01231,Nestlé,0
01232,Tony Elumelu Foundation,0
01233,World Health Organization,0
01235,Pfizer,0
01237,Teleconsult Group,0
01239,Vestergaard Frandsen,0
01240,Viiv,0
01241,Viyellatex Group,0
01243,Edna Adan University Hospital,0
01244,The International Federation Of Gynecology And Obstetrics,0
01248,Isglobal,0
01249,"Institute Of Tropical Medicine, Antwerp",0
01250,The International Federation Of Medical Students' Associations,0
01251,International Parternship For Microbicides,0
01252,Medsin Aberdeen,0
01254,Royal Medical Society,0
01256,University Of Aberdeen,0
01257,The African Medical And Research Foundation (Amref),0
01478,United Arab Emirates,0
01479,France,0
01480,Belgium,0
01481,South Africa,0
01482,Bolivia,0
01483,Indonesia,0
01484,Beijing Normal University,0
01485,Japan,0
01486,European Union,0
01487,Finland,0
01488,Netherlands,0
01489,Iran,0
01490,Brazil,0
01491,Brazil,0
01492,Unep-Unctad Capacity Building Task Force,0
01493,Japan,0
01494,Portugal,0
01495,Costa Rica,0
01496,Japan,0
01497,United States,0
01498,Buenos Aires,0
01499,Bolivia,0
01500,United States,0
01501,"Chagres District, Province Of Colon",0
01502,Food And Agriculture Organization,0
01503,United States,0
01504,Australia,0
01505,France,0
01506,Japan,0
01507,Brazil,0
01509,Austria,0
01510,France,0
01511,Canada,0
01512,Food And Agriculture Organization,0
01513,Earth Charter International,0
01514,United Nations Office For Outer Space Affair,0
01515,Egypt,0
01516,Sweden,0
01517,Costa Rica,0
01518,Antigua And Barbuda,0
01519,Unesco,0
01520,Indonesia,0
01521,France,0
01522,Japan,0
01523,Argentinean Foundation For Environment And Natural Resources,0
01524,Iclei - Local Governments For Sustainability,0
01525,Canada,0
01526,Japan,0
01527,Egypt,0
01528,India,0
01529,Austria,0
