geonameid,city,subcountry,country
3453337,Poções,Bahia,Brazil
3452483,Prado,Bahia,Brazil
3451474,Riachão Do Jacuípe,Bahia,Brazil
3451383,Ribeira Do Pombal,Bahia,Brazil
3451071,Rio Real,Bahia,Brazil
3450832,Ruy Barbosa,Bahia,Brazil
3450554,Salvador,Bahia,Brazil
3450288,Santa Cruz Cabrália,Bahia,Brazil
3450063,Santa Maria Da Vitória,Bahia,Brazil
3450157,Santaluz,Bahia,Brazil
3449720,Santo Amaro,Bahia,Brazil
3449521,Santo Antônio De Jesus,Bahia,Brazil
3449467,Santo Estêvão,Bahia,Brazil
3447961,Saubara,Bahia,Brazil
3447928,Seabra,Bahia,Brazil
3447839,Senhor Do Bonfim,Bahia,Brazil
3447690,Serrinha,Bahia,Brazil
6318694,Simões Filho,Bahia,Brazil
3447473,Sobradinho,Bahia,Brazil
3449116,São Francisco Do Conde,Bahia,Brazil
3448219,São Sebastião Do Passé,Bahia,Brazil
3446866,Tapiramutá,Bahia,Brazil
3445983,Tucano,Bahia,Brazil
3445853,Ubaitaba,Bahia,Brazil
3445849,Ubatã,Bahia,Brazil
3445781,Una,Bahia,Brazil
3445690,Uruçuca,Bahia,Brazil
3445597,Valença,Bahia,Brazil
3445307,Vera Cruz,Bahia,Brazil
3444914,Vitória Da Conquista,Bahia,Brazil
3444823,Xique Xique,Bahia,Brazil
3408368,Acaraú,Ceará,Brazil
3408343,Acopiara,Ceará,Brazil
3407407,Aquiraz,Ceará,Brazil
3407378,Aracati,Ceará,Brazil
3406442,Barbalha,Ceará,Brazil
3405954,Baturité,Ceará,Brazil
3405924,Beberibe,Ceará,Brazil
3405616,Boa Viagem,Ceará,Brazil
3404833,Brejo Santo,Ceará,Brazil
6693804,Cambebba,Ceará,Brazil
3403687,Camocim,Ceará,Brazil
3403534,Campos Sales,Ceará,Brazil
3403353,Canindé,Ceará,Brazil
3402613,Cascavel,Ceará,Brazil
3402429,Caucaia,Ceará,Brazil
3401548,Crateús,Ceará,Brazil
3401545,Crato,Ceará,Brazil
3400558,Eusébio,Ceará,Brazil
3399415,Fortaleza,Ceará,Brazil
3398706,Granja,Ceará,Brazil
3398614,Guaiúba,Ceará,Brazil
3398569,Guaraciaba Do Norte,Ceará,Brazil
3398450,Horizonte,Ceará,Brazil
3398379,Icó,Ceará,Brazil
3398331,Iguatu,Ceará,Brazil
3398112,Ipu,Ceará,Brazil
3398076,Ipueiras,Ceará,Brazil
3397969,Itaitinga,Ceará,Brazil
3397941,Itapagé,Ceará,Brazil
3397909,Itapipoca,Ceará,Brazil
3397675,Jaguaribe,Ceará,Brazil
3397665,Jaguaruana,Ceará,Brazil
3397147,Juazeiro Do Norte,Ceará,Brazil
3396364,Lavras Da Mangabeira,Ceará,Brazil
3396266,Limoeiro Do Norte,Ceará,Brazil
3395473,Maracanaú,Ceará,Brazil
3394649,Mombaça,Ceará,Brazil
3394500,Morada Nova,Ceará,Brazil
3393832,Nova Russas,Ceará,Brazil
3393465,Orós,Ceará,Brazil
3393409,Pacajus,Ceará,Brazil
3393400,Pacatuba,Ceará,Brazil
3393115,Paracuru,Ceará,Brazil
3393091,Paraipaba,Ceará,Brazil
3392629,Pedra Branca,Ceará,Brazil
3392345,Pentecoste,Ceará,Brazil
3390907,Quixadá,Ceará,Brazil
3390901,Quixeramobim,Ceará,Brazil
3390160,Russas,Ceará,Brazil
3389361,Santa Quitéria,Ceará,Brazil
3387926,Senador Pompeu,Ceará,Brazil
3387296,Sobral,Ceará,Brazil
3388714,São Gonçalo Do Amarante,Ceará,Brazil
3386567,São João Dos Inhamuns,Ceará,Brazil
3386449,Tianguá,Ceará,Brazil
3386177,Trairi,Ceará,Brazil
3385504,Varjota,Ceará,Brazil
3385106,Viçosa Do Ceará,Ceará,Brazil
3385467,Várzea Alegre,Ceará,Brazil
3472666,Alegre,Espírito Santo,Brazil
3471848,Aracruz,Espírito Santo,Brazil
3471061,Baixo Guandu,Espírito Santo,Brazil
3470730,Barra De São Francisco,Espírito Santo,Brazil
3468376,Cachoeiro De Itapemirim,Espírito Santo,Brazil
3466723,Castelo,Espírito Santo,Brazil
3465944,Colatina,Espírito Santo,Brazil
3465769,Conceição Da Barra,Espírito Santo,Brazil
3461888,Guarapari,Espírito Santo,Brazil
3462022,Guaçuí,Espírito Santo,Brazil
3460738,Itapemirim,Espírito Santo,Brazil
3458498,Linhares,Espírito Santo,Brazil
3457819,Marataizes,Espírito Santo,Brazil
3456110,Nova Venécia,Espírito Santo,Brazil
3453435,Piúma,Espírito Santo,Brazil
3447779,Serra,Espírito Santo,Brazil
3448519,São Mateus,Espírito Santo,Brazil
3445153,Viana,Espírito Santo,Brazil
3445026,Vila Velha,Espírito Santo,Brazil
3444924,Vitória,Espírito Santo,Brazil
3469058,Brasília,Federal District,Brazil
3472138,Anicuns,Goiás,Brazil
3472287,Anápolis,Goiás,Brazil
6316406,Aparecida De Goiânia,Goiás,Brazil
3471840,Aragarças,Goiás,Brazil
3468100,Caldas Novas,Goiás,Brazil
3467687,Campos Belos,Goiás,Brazil
3466696,Catalão,Goiás,Brazil
3466436,Ceres,Goiás,Brazil
3465164,Cristalina,Goiás,Brazil
3463140,Formosa,Goiás,Brazil
3462376,Goianira,Goiás,Brazil
3462378,Goianésia,Goiás,Brazil
3462371,Goiatuba,Goiás,Brazil
3462374,Goiás,Goiás,Brazil
3462377,Goiânia,Goiás,Brazil
3461194,Inhumas,Goiás,Brazil
3461151,Ipameri,Goiás,Brazil
3461090,Iporá,Goiás,Brazil
3460963,Itaberaí,Goiás,Brazil
3460773,Itapaci,Goiás,Brazil
3460648,Itapuranga,Goiás,Brazil
3460522,Itumbiara,Goiás,Brazil
3460107,Jaraguá,Goiás,Brazil
3460064,Jataí,Goiás,Brazil
3458329,Luziânia,Goiás,Brazil
3457147,Mineiros,Goiás,Brazil
3456735,Morrinhos,Goiás,Brazil
3456322,Nerópolis,Goiás,Brazil
3456285,Niquelândia,Goiás,Brazil
3455580,Padre Bernardo,Goiás,Brazil
3453659,Piracanjuba,Goiás,Brazil
3453503,Pires Do Rio,Goiás,Brazil
3453420,Planaltina,Goiás,Brazil
3453014,Porangatu,Goiás,Brazil
3452599,Posse,Goiás,Brazil
3451931,Quirinópolis,Goiás,Brazil
3450843,Rubiataba,Goiás,Brazil
3450206,Santa Helena De Goiás,Goiás,Brazil
3447854,Senador Canedo,Goiás,Brazil
3448558,São Luís De Montes Belos,Goiás,Brazil
3448455,São Miguel Do Araguaia,Goiás,Brazil
3446038,Trindade,Goiás,Brazil
3445713,Uruaçu,Goiás,Brazil
3407258,Arari,Maranhão,Brazil
3406910,Bacabal,Maranhão,Brazil
3406545,Balsas,Maranhão,Brazil
3406318,Barra Do Corda,Maranhão,Brazil
3406196,Barreirinhas,Maranhão,Brazil
3404722,Buriti Bravo,Maranhão,Brazil
3402724,Carolina,Maranhão,Brazil
3402383,Caxias,Maranhão,Brazil
3402229,Chapadinha,Maranhão,Brazil
3402000,Codó,Maranhão,Brazil
3401992,Coelho Neto,Maranhão,Brazil
3401963,Colinas,Maranhão,Brazil
3401703,Coroatá,Maranhão,Brazil
3401148,Cururupu,Maranhão,Brazil
3400969,Dom Pedro,Maranhão,Brazil
3400617,Estreito,Maranhão,Brazil
3398856,Grajaú,Maranhão,Brazil
3398269,Imperatriz,Maranhão,Brazil
3397936,Itapecuru Mirim,Maranhão,Brazil
3396601,Lago Da Pedra,Maranhão,Brazil
3392368,Penalva,Maranhão,Brazil
3392088,Pindaré Mirim,Maranhão,Brazil
3392054,Pinheiro,Maranhão,Brazil
3391220,Presidente Dutra,Maranhão,Brazil
3389622,Santa Helena,Maranhão,Brazil
3389609,Santa Inês,Maranhão,Brazil
3389557,Santa Luzia,Maranhão,Brazil
3389358,Santa Quitéria Do Maranhão,Maranhão,Brazil
3389006,São Bento,Maranhão,Brazil
3388868,São Domingos Do Maranhão,Maranhão,Brazil
3388441,São José De Ribamar,Maranhão,Brazil
3388615,São João Dos Patos,Maranhão,Brazil
3388368,São Luís,Maranhão,Brazil
3388318,São Mateus Do Maranhão,Maranhão,Brazil
3386372,Timbiras,Maranhão,Brazil
3386361,Timon,Maranhão,Brazil
3385922,Tuntum,Maranhão,Brazil
3385538,Vargem Grande,Maranhão,Brazil
3385122,Viana,Maranhão,Brazil
3384986,Vitória Do Mearim,Maranhão,Brazil
3665202,Aripuanã,Mato Grosso,Brazil
3470718,Barra Do Bugres,Mato Grosso,Brazil
3470709,Barra Do Garças,Mato Grosso,Brazil
3465038,Cuiabá,Mato Grosso,Brazil
3464724,Diamantino,Mato Grosso,Brazil
3460355,Jaciara,Mato Grosso,Brazil
3458397,Lucas,Mato Grosso,Brazil
3456137,Nova Olímpia,Mato Grosso,Brazil
3453315,Poconé,Mato Grosso,Brazil
3453060,Pontes E Lacerda,Mato Grosso,Brazil
3450909,Rondonópolis,Mato Grosso,Brazil
6318696,Sinop,Mato Grosso,Brazil
3445451,Várzea Grande,Mato Grosso,Brazil
3472284,Anastácio,Mato Grosso Do Sul,Brazil
3471940,Aparecida Do Taboado,Mato Grosso Do Sul,Brazil
3471896,Aquidauana,Mato Grosso Do Sul,Brazil
3470177,Bela Vista,Mato Grosso Do Sul,Brazil
3467747,Campo Grande,Mato Grosso Do Sul,Brazil
3467673,Campo Verde,Mato Grosso Do Sul,Brazil
3466750,Cassilândia,Mato Grosso Do Sul,Brazil
3465342,Corumbá,Mato Grosso Do Sul,Brazil
3465228,Coxim,Mato Grosso Do Sul,Brazil
3464460,Dourados,Mato Grosso Do Sul,Brazil
3460087,Jardim,Mato Grosso Do Sul,Brazil
3459352,Ladário,Mato Grosso Do Sul,Brazil
3457859,Maracaju,Mato Grosso Do Sul,Brazil
3456368,Naviraí,Mato Grosso Do Sul,Brazil
3455065,Paranaíba,Mato Grosso Do Sul,Brazil
3453150,Ponta Porã,Mato Grosso Do Sul,Brazil
3451241,Rio Brilhante,Mato Grosso Do Sul,Brazil
3451051,Rio Verde De Mato Grosso,Mato Grosso Do Sul,Brazil
3447597,Sidrolândia,Mato Grosso Do Sul,Brazil
3446098,Três Lagoas,Mato Grosso Do Sul,Brazil
3473267,Abaeté,Minas Gerais,Brazil
3472808,Aimorés,Minas Gerais,Brazil
3472603,Alfenas,Minas Gerais,Brazil
3472520,Almenara,Minas Gerais,Brazil
3472609,Além Paraíba,Minas Gerais,Brazil
3472254,Andradas,Minas Gerais,Brazil
3471830,Araguari,Minas Gerais,Brazil
3471691,Araxá,Minas Gerais,Brazil
3471846,Araçuaí,Minas Gerais,Brazil
3471683,Arcos,Minas Gerais,Brazil
3471005,Bambuí,Minas Gerais,Brazil
3470858,Barbacena,Minas Gerais,Brazil
3470470,Barreiro Do Jaíba,Minas Gerais,Brazil
3470369,Barroso,Minas Gerais,Brazil
3470878,Barão De Cocais,Minas Gerais,Brazil
3470127,Belo Horizonte,Minas Gerais,Brazil
3470117,Belo Oriente,Minas Gerais,Brazil
3470044,Betim,Minas Gerais,Brazil
3469932,Boa Esperança,Minas Gerais,Brazil
3469601,Bocaiúva,Minas Gerais,Brazil
3469516,Bom Despacho,Minas Gerais,Brazil
3468894,Brumadinho,Minas Gerais,Brazil
3468732,Buritis,Minas Gerais,Brazil
3468720,Buritizeiro,Minas Gerais,Brazil
3468327,Caeté,Minas Gerais,Brazil
3468023,Camanducaia,Minas Gerais,Brazil
3467956,Cambuí,Minas Gerais,Brazil
3467796,Campo Belo,Minas Gerais,Brazil
3467680,Campos Gerais,Minas Gerais,Brazil
3467305,Capelinha,Minas Gerais,Brazil
3467026,Carandaí,Minas Gerais,Brazil
3467012,Carangola,Minas Gerais,Brazil
3466988,Caratinga,Minas Gerais,Brazil
3466903,Carmo Do Cajuru,Minas Gerais,Brazil
3466902,Carmo Do Paranaíba,Minas Gerais,Brazil
3466698,Cataguases,Minas Gerais,Brazil
3466547,Caxambu,Minas Gerais,Brazil
3466062,Cláudio,Minas Gerais,Brazil
3465764,Conceição Das Alagoas,Minas Gerais,Brazil
3465671,Congonhas,Minas Gerais,Brazil
3465644,Conselheiro Lafaiete,Minas Gerais,Brazil
3465624,Contagem,Minas Gerais,Brazil
3465512,Corinto,Minas Gerais,Brazil
3465487,Coromandel,Minas Gerais,Brazil
3465476,Coronel Fabriciano,Minas Gerais,Brazil
3464891,Curvelo,Minas Gerais,Brazil
3464728,Diamantina,Minas Gerais,Brazil
3464688,Divinópolis,Minas Gerais,Brazil
3464329,Elói Mendes,Minas Gerais,Brazil
3464008,Esmeraldas,Minas Gerais,Brazil
3463939,Espinosa,Minas Gerais,Brazil
3463174,Formiga,Minas Gerais,Brazil
3462916,Frutal,Minas Gerais,Brazil
3462315,Governador Valadares,Minas Gerais,Brazil
3461958,Guanhães,Minas Gerais,Brazil
3461910,Guaranésia,Minas Gerais,Brazil
3461763,Guaxupé,Minas Gerais,Brazil
3461563,Ibirité,Minas Gerais,Brazil
3461620,Ibiá,Minas Gerais,Brazil
3461498,Igarapé,Minas Gerais,Brazil
3461153,Ipaba,Minas Gerais,Brazil
3461144,Ipatinga,Minas Gerais,Brazil
3460960,Itabira,Minas Gerais,Brazil
3460954,Itabirito,Minas Gerais,Brazil
3460834,Itajubá,Minas Gerais,Brazil
3460825,Itamarandiba,Minas Gerais,Brazil
3460752,Itapecerica,Minas Gerais,Brazil
3460584,Itaúna,Minas Gerais,Brazil
3460523,Ituiutaba,Minas Gerais,Brazil
3460513,Iturama,Minas Gerais,Brazil
3460267,Jacutinga,Minas Gerais,Brazil
3460174,Janaúba,Minas Gerais,Brazil
3460148,Januária,Minas Gerais,Brazil
3459925,Jequitinhonha,Minas Gerais,Brazil
3459796,João Monlevade,Minas Gerais,Brazil
3459785,João Pinheiro,Minas Gerais,Brazil
3459550,Juatuba,Minas Gerais,Brazil
3459505,Juiz De Fora,Minas Gerais,Brazil
3459251,Lagoa Da Prata,Minas Gerais,Brazil
3459138,Lagoa Santa,Minas Gerais,Brazil
3458902,Lajinha,Minas Gerais,Brazil
3458696,Lavras,Minas Gerais,Brazil
3458632,Leopoldina,Minas Gerais,Brazil
3458211,Machado,Minas Gerais,Brazil
3457952,Manhuaçu,Minas Gerais,Brazil
3457950,Manhumirim,Minas Gerais,Brazil
3457736,Mariana,Minas Gerais,Brazil
3457484,Mateus Leme,Minas Gerais,Brazil
3457393,Matozinhos,Minas Gerais,Brazil
3456848,Monte Carmelo,Minas Gerais,Brazil
3456816,Monte Santo De Minas,Minas Gerais,Brazil
3456814,Montes Claros,Minas Gerais,Brazil
3456500,Muriaé,Minas Gerais,Brazil
3456412,Muzambinho,Minas Gerais,Brazil
3456398,Nanuque,Minas Gerais,Brazil
3456324,Nepomuceno,Minas Gerais,Brazil
3456176,Nova Era,Minas Gerais,Brazil
3456147,Nova Lima,Minas Gerais,Brazil
3455908,Oliveira,Minas Gerais,Brazil
3455689,Ouro Branco,Minas Gerais,Brazil
3455671,Ouro Preto,Minas Gerais,Brazil
3455168,Paracatu,Minas Gerais,Brazil
3455155,Paraguaçu,Minas Gerais,Brazil
3455161,Pará De Minas,Minas Gerais,Brazil
3454847,Passos,Minas Gerais,Brazil
3454783,Patos De Minas,Minas Gerais,Brazil
3454763,Patrocínio,Minas Gerais,Brazil
3454578,Pedra Azul,Minas Gerais,Brazil
3454358,Pedro Leopoldo,Minas Gerais,Brazil
3454139,Perdões,Minas Gerais,Brazil
3453546,Pirapora,Minas Gerais,Brazil
3453457,Pitangui,Minas Gerais,Brazil
3453439,Piuí,Minas Gerais,Brazil
3453240,Pompéu,Minas Gerais,Brazil
3453078,Ponte Nova,Minas Gerais,Brazil
3452525,Pouso Alegre,Minas Gerais,Brazil
3453303,Poços De Caldas,Minas Gerais,Brazil
3452440,Prata,Minas Gerais,Brazil
3451650,Resplendor,Minas Gerais,Brazil
3451353,Ribeirão Das Neves,Minas Gerais,Brazil
3450759,Sacramento,Minas Gerais,Brazil
3450671,Salinas,Minas Gerais,Brazil
3450144,Santa Luzia,Minas Gerais,Brazil
3449847,Santa Rita Do Sapucaí,Minas Gerais,Brazil
3449933,Santana Do Paraíso,Minas Gerais,Brazil
3449516,Santo Antônio Do Amparo,Minas Gerais,Brazil
3449500,Santo Antônio Do Monte,Minas Gerais,Brazil
3449427,Santos Dumont,Minas Gerais,Brazil
3447969,Sarzedo,Minas Gerais,Brazil
3447624,Sete Lagoas,Minas Gerais,Brazil
3449176,São Francisco,Minas Gerais,Brazil
3449056,São Gonçalo Do Sapucaí,Minas Gerais,Brazil
3449053,São Gotardo,Minas Gerais,Brazil
3448879,São João Del Rei,Minas Gerais,Brazil
3448846,São João Nepomuceno,Minas Gerais,Brazil
3448616,São Lourenço,Minas Gerais,Brazil
3448221,São Sebastião Do Paraíso,Minas Gerais,Brazil
3447059,Taiobeiras,Minas Gerais,Brazil
3446621,Teófilo Otoni,Minas Gerais,Brazil
3446445,Timóteo,Minas Gerais,Brazil
3446138,Três Corações,Minas Gerais,Brazil
3446077,Três Pontas,Minas Gerais,Brazil
3445941,Tupaciguara,Minas Gerais,Brazil
3445839,Uberaba,Minas Gerais,Brazil
3445831,Uberlândia,Minas Gerais,Brazil
3445859,Ubá,Minas Gerais,Brazil
3445764,Unaí,Minas Gerais,Brazil
3445487,Varginha,Minas Gerais,Brazil
3445418,Vazante,Minas Gerais,Brazil
3445162,Vespasiano,Minas Gerais,Brazil
3444969,Visconde Do Rio Branco,Minas Gerais,Brazil
3445133,Viçosa,Minas Gerais,Brazil
3445459,Várzea Da Palma,Minas Gerais,Brazil
3472848,Águas Vermelhas,Minas Gerais,Brazil
3472518,Almirante Tamandaré,Paraná,Brazil
3472048,Antonina,Paraná,Brazil
3471910,Apucarana,Paraná,Brazil
3471798,Arapongas,Paraná,Brazil
3471697,Araucária,Paraná,Brazil
3471368,Astorga,Paraná,Brazil
3470912,Bandeirantes,Paraná,Brazil
3467985,Cambará,Paraná,Brazil
3467978,Cambé,Paraná,Brazil
3467877,Campina Grande Do Sul,Paraná,Brazil
3467736,Campo Largo,Paraná,Brazil
3467717,Campo Mourão,Paraná,Brazil
3466779,Cascavel,Paraná,Brazil
3466704,Castro,Paraná,Brazil
3466174,Cianorte,Paraná,Brazil
3465927,Colombo,Paraná,Brazil
3465881,Colorado,Paraná,Brazil
3465508,Cornélio Procópio,Paraná,Brazil
3465459,Coronel Vivida,Paraná,Brazil
3465083,Cruzeiro Do Oeste,Paraná,Brazil
3464975,Curitiba,Paraná,Brazil
3464579,Dois Vizinhos,Paraná,Brazil
3463030,Foz Do Iguaçu,Paraná,Brazil
3462996,Francisco Beltrão,Paraná,Brazil
3461879,Guarapuava,Paraná,Brazil
3461857,Guaratuba,Paraná,Brazil
3461628,Ibaiti,Paraná,Brazil
3461588,Ibiporã,Paraná,Brazil
3461368,Imbituva,Paraná,Brazil
3461017,Irati,Paraná,Brazil
3460734,Itaperuçu,Paraná,Brazil
3460362,Jacarezinho,Paraná,Brazil
3460214,Jaguariaíva,Paraná,Brazil
3460172,Jandaia Do Sul,Paraná,Brazil
3458826,Lapa,Paraná,Brazil
3458746,Laranjeiras Do Sul,Paraná,Brazil
3458479,Loanda,Paraná,Brazil
3458449,Londrina,Paraná,Brazil
3458049,Mandaguari,Paraná,Brazil
3457772,Marechal Cândido Rondon,Paraná,Brazil
3457741,Marialva,Paraná,Brazil
3457671,Maringá,Paraná,Brazil
3457359,Medianeira,Paraná,Brazil
3455553,Paiçandu,Paraná,Brazil
3455459,Palmas,Paraná,Brazil
3455425,Palmeira,Paraná,Brazil
3455298,Palotina,Paraná,Brazil
3455070,Paranaguá,Paraná,Brazil
3455051,Paranavaí,Paraná,Brazil
3454818,Pato Branco,Paraná,Brazil
6317953,Pinhais,Paraná,Brazil
3453777,Pinhão,Paraná,Brazil
3453535,Piraquara,Paraná,Brazil
3453622,Piraí Do Sul,Paraná,Brazil
3453478,Pitanga,Paraná,Brazil
3453186,Ponta Grossa,Paraná,Brazil
3452216,Prudentópolis,Paraná,Brazil
3452141,Quatro Barras,Paraná,Brazil
3451242,Rio Branco Do Sul,Paraná,Brazil
3451121,Rio Negro,Paraná,Brazil
3450964,Rolândia,Paraná,Brazil
3449529,Santo Antônio Da Platina,Paraná,Brazil
3447998,Sarandi,Paraná,Brazil
3448632,São José Dos Pinhais,Paraná,Brazil
3448502,São Mateus Do Sul,Paraná,Brazil
3448453,São Miguel Do Iguaçu,Paraná,Brazil
3446652,Telêmaco Borba,Paraná,Brazil
3446370,Toledo,Paraná,Brazil
3445782,Umuarama,Paraná,Brazil
3445746,União Da Vitória,Paraná,Brazil
3445348,Wenceslau Braz,Paraná,Brazil
3408100,Alagoa Grande,Paraíba,Brazil
3405940,Bayeux,Paraíba,Brazil
3405863,Belém,Paraíba,Brazil
3404558,Cabedelo,Paraíba,Brazil
3404020,Cajazeiras,Paraíba,Brazil
3403642,Campina Grande,Paraíba,Brazil
3402465,Catolé Do Rocha,Paraíba,Brazil
3385077,Conde,Paraíba,Brazil
3400752,Esperança,Paraíba,Brazil
3398570,Guarabira,Paraíba,Brazil
3398003,Itabaiana,Paraíba,Brazil
3397898,Itaporanga,Paraíba,Brazil
3397277,João Pessoa,Paraíba,Brazil
3395717,Mamanguape,Paraíba,Brazil
3395380,Mari,Paraíba,Brazil
3394549,Monteiro,Paraíba,Brazil
3392887,Patos,Paraíba,Brazil
3391571,Pombal,Paraíba,Brazil
3389321,Santa Rita,Paraíba,Brazil
3387266,Solânea,Paraíba,Brazil
3387202,Sousa,Paraíba,Brazil
3388991,São Bento,Paraíba,Brazil
3408424,Abaetetuba,Pará,Brazil
3407980,Alenquer,Pará,Brazil
3407903,Almeirim,Pará,Brazil
3407882,Altamira,Pará,Brazil
3407669,Ananindeua,Pará,Brazil
3406961,Augusto Corrêa,Pará,Brazil
3406429,Barcarena,Pará,Brazil
3405870,Belém,Pará,Brazil
3405792,Benevides,Pará,Brazil
3405006,Bragança,Pará,Brazil
3404817,Breves,Pará,Brazil
3403697,Cametá,Pará,Brazil
3403208,Capanema,Pará,Brazil
3403127,Capitão Poço,Pará,Brazil
3402591,Castanhal,Pará,Brazil
3401845,Conceição Do Araguaia,Pará,Brazil
3398350,Igarapé Açu,Pará,Brazil
3398343,Igarapé Miri,Pará,Brazil
3397967,Itaituba,Pará,Brazil
3397851,Itupiranga,Pará,Brazil
3395503,Marabá,Pará,Brazil
3394745,Mocajuba,Pará,Brazil
3394661,Moju,Pará,Brazil
3394605,Monte Alegre,Pará,Brazil
3393471,Oriximiná,Pará,Brazil
3393106,Paragominas,Pará,Brazil
3391412,Portel,Pará,Brazil
3389822,Salinópolis,Pará,Brazil
3389353,Santarém,Pará,Brazil
3387204,Soure,Pará,Brazil
3388847,São Félix Do Xingu,Pará,Brazil
3388270,São Miguel Do Guamá,Pará,Brazil
3386279,Tomé Açu,Pará,Brazil
3385980,Tucumã,Pará,Brazil
3385935,Tucuruí,Pará,Brazil
3385088,Vigia,Pará,Brazil
3385022,Viseu,Pará,Brazil
3393768,Ábidos,Pará,Brazil
3408404,Abreu E Lima,Pernambuco,Brazil
3408274,Afogados Da Ingazeira,Pernambuco,Brazil
3407758,Amaraji,Pernambuco,Brazil
3407243,Araripina,Pernambuco,Brazil
3407216,Arcoverde,Pernambuco,Brazil
3406160,Barreiros,Pernambuco,Brazil
3405812,Belo Jardim,Pernambuco,Brazil
3405738,Bezerros,Pernambuco,Brazil
3405380,Bom Conselho,Pernambuco,Brazil
3404862,Brejo Da Madre De Deus,Pernambuco,Brazil
3404766,Buíque,Pernambuco,Brazil
3404545,Cabo,Pernambuco,Brazil
3404513,Cabrobó,Pernambuco,Brazil
3402721,Carpina,Pernambuco,Brazil
3402655,Caruaru,Pernambuco,Brazil
3402528,Catende,Pernambuco,Brazil
3402271,Chã Grande,Pernambuco,Brazil
3401830,Condado,Pernambuco,Brazil
3401340,Cupira,Pernambuco,Brazil
3401138,Custódia,Pernambuco,Brazil
3400804,Escada,Pernambuco,Brazil
3399518,Floresta,Pernambuco,Brazil
3399132,Gameleira,Pernambuco,Brazil
3399058,Garanhuns,Pernambuco,Brazil
3398920,Glória Do Goitá,Pernambuco,Brazil
3398904,Goiana,Pernambuco,Brazil
3398691,Gravatá,Pernambuco,Brazil
3398352,Igarassu,Pernambuco,Brazil
3398115,Ipojuca,Pernambuco,Brazil
3398105,Ipubi,Pernambuco,Brazil
3397904,Itapissuma,Pernambuco,Brazil
3397838,Jaboatão,Pernambuco,Brazil
6317344,Jaboatão Dos Guararapes,Pernambuco,Brazil
3392243,Jatobá,Pernambuco,Brazil
3396769,Lagoa Do Itaenga,Pernambuco,Brazil
3396496,Lajedo,Pernambuco,Brazil
3396277,Limoeiro,Pernambuco,Brazil
3394453,Moreno,Pernambuco,Brazil
3393972,Nazaré Da Mata,Pernambuco,Brazil
3393536,Olinda,Pernambuco,Brazil
3393452,Ouricuri,Pernambuco,Brazil
3393264,Palmares,Pernambuco,Brazil
3392740,Paulista,Pernambuco,Brazil
3392251,Pesqueira,Pernambuco,Brazil
3392242,Petrolina,Pernambuco,Brazil
3391556,Pombos,Pernambuco,Brazil
3390760,Recife,Pernambuco,Brazil
3390326,Ribeirão,Pernambuco,Brazil
3390295,Rio Formoso,Pernambuco,Brazil
3389860,Salgueiro,Pernambuco,Brazil
3389652,Santa Cruz Do Capibaribe,Pernambuco,Brazil
3387786,Serra Talhada,Pernambuco,Brazil
3387663,Sertânia,Pernambuco,Brazil
3387604,Sirinhaém,Pernambuco,Brazil
3387115,Surubim,Pernambuco,Brazil
3388435,São José Do Egito,Pernambuco,Brazil
3388376,São Lourenço Da Mata,Pernambuco,Brazil
3387082,Tabira,Pernambuco,Brazil
3386931,Tamandaré,Pernambuco,Brazil
3386396,Timbaúba,Pernambuco,Brazil
3386264,Toritama,Pernambuco,Brazil
3386042,Trindade,Pernambuco,Brazil
3384987,Vitória De Santo Antão,Pernambuco,Brazil
3408175,Água Preta,Pernambuco,Brazil
3408166,Águas Belas,Pernambuco,Brazil
3407797,Altos,Piauí,Brazil
3406263,Barras,Piauí,Brazil
3403566,Campo Maior,Piauí,Brazil
3401106,Demerval Lobão,Piauí,Brazil
3400740,Esperantina,Piauí,Brazil
3399506,Floriano,Piauí,Brazil
3397230,José De Freitas,Piauí,Brazil
3393764,Oeiras,Piauí,Brazil
3393001,Parnaíba,Piauí,Brazil
3392431,Pedro Ii,Piauí,Brazil
3392167,Picos,Piauí,Brazil
3391991,Piracuruca,Piauí,Brazil
3391908,Piripiri,Piauí,Brazil
3388145,São Raimundo Nonato,Piauí,Brazil
3386496,Teresina,Piauí,Brazil
3385745,União,Piauí,Brazil
3385592,Valença Do Piauí,Piauí,Brazil
3472177,Angra Dos Reis,Rio De Janeiro,Brazil
3471715,Araruama,Rio De Janeiro,Brazil
3471487,Armação De Búzios,Rio De Janeiro,Brazil
3471451,Arraial Do Cabo,Rio De Janeiro,Brazil
3470691,Barra Do Piraí,Rio De Janeiro,Brazil
3470636,Barra Mansa,Rio De Janeiro,Brazil
3470142,Belford Roxo,Rio De Janeiro,Brazil
3469425,Bom Jesus Do Itabapoana,Rio De Janeiro,Brazil
3468615,Cabo Frio,Rio De Janeiro,Brazil
3468425,Cachoeiras De Macacu,Rio De Janeiro,Brazil
3467693,Campos,Rio De Janeiro,Brazil
3466763,Casimiro De Abreu,Rio De Janeiro,Brazil
3465527,Cordeiro,Rio De Janeiro,Brazil
3464374,Duque De Caxias,Rio De Janeiro,Brazil
3461949,Guapimirim,Rio De Janeiro,Brazil
3460950,Itaboraí,Rio De Janeiro,Brazil
3460899,Itaguaí,Rio De Janeiro,Brazil
3460774,Itaocara,Rio De Janeiro,Brazil
3460733,Itaperuna,Rio De Janeiro,Brazil
