"inventory_id","store_id","film_id","title","rental_rate","replacement_cost","rental_count","profit"
1853,2,403,"Harry Idaho","4.99","18.99","5","5.96"
3200,2,703,"Punk Divorce","4.99","18.99","5","5.96"
3242,2,711,"Raging Airplane","4.99","18.99","5","5.96"
3543,1,775,"Seattle Expecations","4.99","18.99","5","5.96"
3545,1,775,"Seattle Expecations","4.99","18.99","5","5.96"
3544,1,775,"Seattle Expecations","4.99","18.99","5","5.96"
3546,2,775,"Seattle Expecations","4.99","18.99","5","5.96"
4095,1,892,"Titanic Boondock","4.99","18.99","5","5.96"
4135,1,898,"Tourist Pelican","4.99","18.99","5","5.96"
4136,2,898,"Tourist Pelican","4.99","18.99","5","5.96"
4134,1,898,"Tourist Pelican","4.99","18.99","5","5.96"
4577,1,1000,"Zorro Ark","4.99","18.99","5","5.96"
4579,2,1000,"Zorro Ark","4.99","18.99","5","5.96"
4581,2,1000,"Zorro Ark","4.99","18.99","5","5.96"
913,2,203,"Daisy Menagerie","4.99","9.99","3","4.98"
1226,1,272,"Edge Kissing","4.99","9.99","3","4.98"
1879,2,409,"Heartbreakers Bright","4.99","9.99","3","4.98"
1878,2,409,"Heartbreakers Bright","4.99","9.99","3","4.98"
2308,2,501,"Kissing Dolls","4.99","9.99","3","4.98"
2506,1,551,"Maiden Home","4.99","9.99","3","4.98"
2509,2,551,"Maiden Home","4.99","9.99","3","4.98"
2910,2,639,"Opposite Necklace","4.99","9.99","3","4.98"
3861,1,845,"Stepmom Dream","4.99","9.99","3","4.98"
3865,2,845,"Stepmom Dream","4.99","9.99","3","4.98"
3859,1,845,"Stepmom Dream","4.99","9.99","3","4.98"
3870,2,846,"Sting Personal","4.99","9.99","3","4.98"
4075,1,888,"Thin Sagebrush","4.99","9.99","3","4.98"
204,1,45,"Attraction Newton","4.99","14.99","4","4.97"
202,1,45,"Attraction Newton","4.99","14.99","4","4.97"
201,1,45,"Attraction Newton","4.99","14.99","4","4.97"
206,2,45,"Attraction Newton","4.99","14.99","4","4.97"
340,2,75,"Bird Independence","4.99","14.99","4","4.97"
587,2,127,"Cat Coneheads","4.99","14.99","4","4.97"
580,1,127,"Cat Coneheads","4.99","14.99","4","4.97"
614,2,133,"Chamber Italian","4.99","14.99","4","4.97"
615,2,133,"Chamber Italian","4.99","14.99","4","4.97"
822,1,179,"Conquerer Nuts","4.99","14.99","4","4.97"
835,1,183,"Conversation Downhill","4.99","14.99","4","4.97"
950,1,212,"Darn Forrester","4.99","14.99","4","4.97"
953,2,212,"Darn Forrester","4.99","14.99","4","4.97"
1179,1,263,"Durham Panky","4.99","14.99","4","4.97"
1184,2,263,"Durham Panky","4.99","14.99","4","4.97"
1182,1,263,"Durham Panky","4.99","14.99","4","4.97"
1185,2,263,"Durham Panky","4.99","14.99","4","4.97"
1200,1,267,"Eagles Panky","4.99","14.99","4","4.97"
1550,1,340,"Frontier Cabin","4.99","14.99","4","4.97"
2248,1,486,"Jet Neighbors","4.99","14.99","4","4.97"
2249,1,486,"Jet Neighbors","4.99","14.99","4","4.97"
2366,2,515,"Legally Secretary","4.99","14.99","4","4.97"
4183,1,911,"Trip Newton","4.99","14.99","4","4.97"
4308,2,938,"Velvet Terminator","4.99","14.99","4","4.97"
4307,1,938,"Velvet Terminator","4.99","14.99","4","4.97"
4305,1,938,"Velvet Terminator","4.99","14.99","4","4.97"
4309,2,938,"Velvet Terminator","4.99","14.99","4","4.97"
4344,2,946,"Virtual Spoilers","4.99","14.99","4","4.97"
4343,2,946,"Virtual Spoilers","4.99","14.99","4","4.97"
511,2,113,"California Birds","4.99","19.99","5","4.96"
688,2,150,"Cider Desire","2.99","9.99","5","4.96"
687,2,150,"Cider Desire","2.99","9.99","5","4.96"
1133,2,251,"Dragonfly Strangers","4.99","19.99","5","4.96"
1131,1,251,"Dragonfly Strangers","4.99","19.99","5","4.96"
1257,1,278,"Elf Murder","4.99","19.99","5","4.96"
2202,2,476,"Jason Trap","2.99","9.99","5","4.96"
2393,2,522,"Life Twisted","2.99","9.99","5","4.96"
2392,2,522,"Life Twisted","2.99","9.99","5","4.96"
2611,2,572,"Metropolis Coma","2.99","9.99","5","4.96"
2610,2,572,"Metropolis Coma","2.99","9.99","5","4.96"
2985,2,654,"Panky Submarine","4.99","19.99","5","4.96"
2984,2,654,"Panky Submarine","4.99","19.99","5","4.96"
3108,1,683,"Pity Bound","4.99","19.99","5","4.96"
3207,1,705,"Purple Movie","2.99","9.99","5","4.96"
3226,2,708,"Quills Bull","4.99","19.99","5","4.96"
3225,2,708,"Quills Bull","4.99","19.99","5","4.96"
3420,1,749,"Rules Human","4.99","19.99","5","4.96"
3421,2,749,"Rules Human","4.99","19.99","5","4.96"
3774,2,826,"Speed Suit","4.99","19.99","5","4.96"
3841,2,841,"Star Operation","2.99","9.99","5","4.96"
3969,1,865,"Sunrise League","4.99","19.99","5","4.96"
3973,2,865,"Sunrise League","4.99","19.99","5","4.96"
3999,1,871,"Sweden Shining","4.99","19.99","5","4.96"
4001,2,871,"Sweden Shining","4.99","19.99","5","4.96"
4045,2,880,"Telemark Heartbreakers","2.99","9.99","5","4.96"
4191,1,912,"Trojan Tomorrow","2.99","9.99","5","4.96"
4193,2,912,"Trojan Tomorrow","2.99","9.99","5","4.96"
4428,1,968,"Werewolf Lola","4.99","19.99","5","4.96"
4427,1,968,"Werewolf Lola","4.99","19.99","5","4.96"
4510,1,985,"Wonderland Christmas","4.99","19.99","5","4.96"
765,1,167,"Coma Head","4.99","10.99","3","3.98"
1937,2,421,"Holiday Games","4.99","10.99","3","3.98"
2883,1,632,"Nuts Ties","4.99","10.99","3","3.98"
3553,1,777,"Secretary Rouge","4.99","10.99","3","3.98"
3556,2,777,"Secretary Rouge","4.99","10.99","3","3.98"
4165,1,905,"Trainspotting Strangers","4.99","10.99","3","3.98"
4164,1,905,"Trainspotting Strangers","4.99","10.99","3","3.98"
4320,1,941,"Videotape Arsenic","4.99","10.99","3","3.98"
1953,2,426,"Home Pity","4.99","15.99","4","3.97"
2377,2,518,"Liaisons Sweet","4.99","15.99","4","3.97"
2374,1,518,"Liaisons Sweet","4.99","15.99","4","3.97"
2376,2,518,"Liaisons Sweet","4.99","15.99","4","3.97"
2980,1,653,"Panic Club","4.99","15.99","4","3.97"
3162,1,694,"Prejudice Oleander","4.99","15.99","4","3.97"
3164,2,694,"Prejudice Oleander","4.99","15.99","4","3.97"
3568,2,780,"Sensibility Rear","4.99","15.99","4","3.97"
3854,2,843,"Steel Santa","4.99","15.99","4","3.97"
3851,1,843,"Steel Santa","4.99","15.99","4","3.97"
72,1,15,"Alien Center","2.99","10.99","5","3.96"
71,1,15,"Alien Center","2.99","10.99","5","3.96"
187,2,42,"Artist Coldblooded","2.99","10.99","5","3.96"
186,2,42,"Artist Coldblooded","2.99","10.99","5","3.96"
227,1,51,"Balloon Homeward","2.99","10.99","5","3.96"
288,2,65,"Behavior Runaway","4.99","20.99","5","3.96"
530,2,116,"Candidate Perdition","2.99","10.99","5","3.96"
815,2,177,"Connecticut Tramp","4.99","20.99","5","3.96"
830,2,181,"Contact Anonymous","2.99","10.99","5","3.96"
826,1,181,"Contact Anonymous","2.99","10.99","5","3.96"
949,1,211,"Darling Breaking","4.99","20.99","5","3.96"
984,1,219,"Deep Crusade","4.99","20.99","5","3.96"
1007,1,226,"Destiny Saturday","4.99","20.99","5","3.96"
1077,2,240,"Dolls Rage","2.99","10.99","5","3.96"
1119,2,248,"Dozen Lion","4.99","20.99","5","3.96"
1160,2,256,"Drop Waterfront","4.99","20.99","5","3.96"
1632,2,356,"Giant Troopers","2.99","10.99","5","3.96"
1629,1,356,"Giant Troopers","2.99","10.99","5","3.96"
1795,1,390,"Guys Falcon","4.99","20.99","5","3.96"
2157,1,466,"Intolerable Intentions","4.99","20.99","5","3.96"
2211,2,478,"Jaws Harry","2.99","10.99","5","3.96"
2410,2,526,"Lock Rear","2.99","10.99","5","3.96"
2412,2,526,"Lock Rear","2.99","10.99","5","3.96"
2469,1,540,"Lucky Flying","2.99","10.99","5","3.96"
2468,1,540,"Lucky Flying","2.99","10.99","5","3.96"
2479,1,543,"Madigan Dorado","4.99","20.99","5","3.96"
2478,1,543,"Madigan Dorado","4.99","20.99","5","3.96"
2596,2,570,"Mermaid Insects","4.99","20.99","5","3.96"
2676,1,587,"Mod Secretary","4.99","20.99","5","3.96"
3152,2,692,"Potluck Mixed","2.99","10.99","5","3.96"
3449,2,756,"Saddle Antitrust","2.99","10.99","5","3.96"
3448,2,756,"Saddle Antitrust","2.99","10.99","5","3.96"
3944,2,859,"Sugar Wonka","4.99","20.99","5","3.96"
4034,1,879,"Telegraph Voyage","4.99","20.99","5","3.96"
4038,2,879,"Telegraph Voyage","4.99","20.99","5","3.96"
4213,1,916,"Turn Star","2.99","10.99","5","3.96"
391,2,86,"Boogie Amelie","4.99","11.99","3","2.98"
650,1,141,"Chicago North","4.99","11.99","3","2.98"
1432,2,313,"Fidelity Devil","4.99","11.99","3","2.98"
1429,1,313,"Fidelity Devil","4.99","11.99","3","2.98"
1480,1,324,"Flintstones Happiness","4.99","11.99","3","2.98"
2099,1,455,"Impossible Prejudice","4.99","11.99","3","2.98"
2098,1,455,"Impossible Prejudice","4.99","11.99","3","2.98"
2302,2,500,"Kiss Glory","4.99","11.99","3","2.98"
2589,2,568,"Memento Zoolander","4.99","11.99","3","2.98"
2587,1,568,"Memento Zoolander","4.99","11.99","3","2.98"
2588,1,568,"Memento Zoolander","4.99","11.99","3","2.98"
2680,2,588,"Model Fish","4.99","11.99","3","2.98"
2794,1,614,"Name Detective","4.99","11.99","3","2.98"
2797,2,614,"Name Detective","4.99","11.99","3","2.98"
3265,1,719,"Records Zorro","4.99","11.99","3","2.98"
3441,1,755,"Sabrina Midnight","4.99","11.99","3","2.98"
3446,2,755,"Sabrina Midnight","4.99","11.99","3","2.98"
3445,2,755,"Sabrina Midnight","4.99","11.99","3","2.98"
3512,2,768,"Scarface Bang","4.99","11.99","3","2.98"
3550,2,776,"Secret Groundhog","4.99","11.99","3","2.98"
3657,2,798,"Silverado Goldfinger","4.99","11.99","3","2.98"
3655,1,798,"Silverado Goldfinger","4.99","11.99","3","2.98"
3920,1,856,"Streetcar Intentions","4.99","11.99","3","2.98"
3924,2,856,"Streetcar Intentions","4.99","11.99","3","2.98"
4101,1,893,"Titans Jerk","4.99","11.99","3","2.98"
4175,1,908,"Trap Guys","4.99","11.99","3","2.98"
4286,1,933,"Vampire Whale","4.99","11.99","3","2.98"
4562,2,995,"Yentl Idaho","4.99","11.99","3","2.98"
4561,2,995,"Yentl Idaho","4.99","11.99","3","2.98"
4557,1,995,"Yentl Idaho","4.99","11.99","3","2.98"
147,1,31,"Apache Divine","4.99","16.99","4","2.97"
573,2,124,"Casper Dragonfly","4.99","16.99","4","2.97"
1075,2,239,"Dogma Family","4.99","16.99","4","2.97"
1073,2,239,"Dogma Family","4.99","16.99","4","2.97"
1076,2,239,"Dogma Family","4.99","16.99","4","2.97"
