"inventory_id","film_id","store_id","last_update","rental_count"
177,39,2,"2006-02-15 10:09:17","2"
180,39,2,"2006-02-15 10:09:17","2"
181,40,2,"2006-02-15 10:09:17","2"
188,42,2,"2006-02-15 10:09:17","2"
192,43,2,"2006-02-15 10:09:17","2"
193,43,2,"2006-02-15 10:09:17","2"
199,44,2,"2006-02-15 10:09:17","2"
209,46,2,"2006-02-15 10:09:17","2"
217,49,1,"2006-02-15 10:09:17","2"
222,50,1,"2006-02-15 10:09:17","2"
232,51,2,"2006-02-15 10:09:17","2"
250,56,1,"2006-02-15 10:09:17","2"
254,57,1,"2006-02-15 10:09:17","2"
255,57,1,"2006-02-15 10:09:17","2"
257,57,2,"2006-02-15 10:09:17","2"
271,60,1,"2006-02-15 10:09:17","2"
281,63,1,"2006-02-15 10:09:17","2"
283,63,2,"2006-02-15 10:09:17","2"
289,65,2,"2006-02-15 10:09:17","2"
290,65,2,"2006-02-15 10:09:17","2"
300,68,1,"2006-02-15 10:09:17","2"
305,69,1,"2006-02-15 10:09:17","2"
306,69,1,"2006-02-15 10:09:17","2"
307,69,1,"2006-02-15 10:09:17","2"
311,69,2,"2006-02-15 10:09:17","2"
317,71,2,"2006-02-15 10:09:17","2"
319,71,2,"2006-02-15 10:09:17","2"
321,72,1,"2006-02-15 10:09:17","2"
325,72,2,"2006-02-15 10:09:17","2"
329,73,1,"2006-02-15 10:09:17","2"
332,73,2,"2006-02-15 10:09:17","2"
334,74,1,"2006-02-15 10:09:17","2"
335,74,1,"2006-02-15 10:09:17","2"
336,74,1,"2006-02-15 10:09:17","2"
338,74,2,"2006-02-15 10:09:17","2"
341,75,2,"2006-02-15 10:09:17","2"
344,76,1,"2006-02-15 10:09:17","2"
347,77,1,"2006-02-15 10:09:17","2"
348,77,1,"2006-02-15 10:09:17","2"
356,78,2,"2006-02-15 10:09:17","2"
358,79,1,"2006-02-15 10:09:17","2"
365,80,1,"2006-02-15 10:09:17","2"
366,80,1,"2006-02-15 10:09:17","2"
370,81,1,"2006-02-15 10:09:17","2"
381,84,1,"2006-02-15 10:09:17","2"
388,86,1,"2006-02-15 10:09:17","2"
392,86,2,"2006-02-15 10:09:17","2"
394,86,2,"2006-02-15 10:09:17","2"
396,88,2,"2006-02-15 10:09:17","2"
401,89,1,"2006-02-15 10:09:17","2"
405,90,1,"2006-02-15 10:09:17","2"
408,90,2,"2006-02-15 10:09:17","2"
410,90,2,"2006-02-15 10:09:17","2"
411,91,1,"2006-02-15 10:09:17","2"
413,91,1,"2006-02-15 10:09:17","2"
420,92,1,"2006-02-15 10:09:17","2"
422,92,2,"2006-02-15 10:09:17","2"
423,93,2,"2006-02-15 10:09:17","2"
426,94,1,"2006-02-15 10:09:17","2"
429,95,1,"2006-02-15 10:09:17","2"
437,97,1,"2006-02-15 10:09:17","2"
454,100,1,"2006-02-15 10:09:17","2"
455,100,2,"2006-02-15 10:09:17","2"
464,102,2,"2006-02-15 10:09:17","2"
472,103,2,"2006-02-15 10:09:17","2"
475,104,2,"2006-02-15 10:09:17","2"
477,105,1,"2006-02-15 10:09:17","2"
484,107,2,"2006-02-15 10:09:17","2"
489,109,2,"2006-02-15 10:09:17","2"
504,112,1,"2006-02-15 10:09:17","2"
505,112,2,"2006-02-15 10:09:17","2"
507,112,2,"2006-02-15 10:09:17","2"
508,113,2,"2006-02-15 10:09:17","2"
509,113,2,"2006-02-15 10:09:17","2"
519,115,1,"2006-02-15 10:09:17","2"
520,115,1,"2006-02-15 10:09:17","2"
521,115,1,"2006-02-15 10:09:17","2"
524,115,2,"2006-02-15 10:09:17","2"
525,115,2,"2006-02-15 10:09:17","2"
526,116,1,"2006-02-15 10:09:17","2"
528,116,2,"2006-02-15 10:09:17","2"
534,117,1,"2006-02-15 10:09:17","2"
540,118,1,"2006-02-15 10:09:17","2"
543,118,2,"2006-02-15 10:09:17","2"
544,119,1,"2006-02-15 10:09:17","2"
545,119,1,"2006-02-15 10:09:17","2"
551,120,1,"2006-02-15 10:09:17","2"
552,120,1,"2006-02-15 10:09:17","2"
554,121,1,"2006-02-15 10:09:17","2"
555,121,1,"2006-02-15 10:09:17","2"
564,122,2,"2006-02-15 10:09:17","2"
566,122,2,"2006-02-15 10:09:17","2"
567,123,1,"2006-02-15 10:09:17","2"
572,124,2,"2006-02-15 10:09:17","2"
574,124,2,"2006-02-15 10:09:17","2"
577,126,2,"2006-02-15 10:09:17","2"
579,126,2,"2006-02-15 10:09:17","2"
588,129,1,"2006-02-15 10:09:17","2"
589,129,1,"2006-02-15 10:09:17","2"
598,130,2,"2006-02-15 10:09:17","2"
603,131,1,"2006-02-15 10:09:17","2"
606,132,1,"2006-02-15 10:09:17","2"
607,132,1,"2006-02-15 10:09:17","2"
613,133,1,"2006-02-15 10:09:17","2"
620,135,1,"2006-02-15 10:09:17","2"
628,136,1,"2006-02-15 10:09:17","2"
631,137,2,"2006-02-15 10:09:17","2"
641,139,1,"2006-02-15 10:09:17","2"
648,140,2,"2006-02-15 10:09:17","2"
649,141,1,"2006-02-15 10:09:17","2"
652,141,2,"2006-02-15 10:09:17","2"
660,143,1,"2006-02-15 10:09:17","2"
663,143,2,"2006-02-15 10:09:17","2"
665,143,2,"2006-02-15 10:09:17","2"
671,146,1,"2006-02-15 10:09:17","2"
675,147,2,"2006-02-15 10:09:17","2"
678,149,1,"2006-02-15 10:09:17","2"
682,149,2,"2006-02-15 10:09:17","2"
684,150,1,"2006-02-15 10:09:17","2"
685,150,1,"2006-02-15 10:09:17","2"
689,150,2,"2006-02-15 10:09:17","2"
690,151,1,"2006-02-15 10:09:17","2"
693,151,2,"2006-02-15 10:09:17","2"
700,153,1,"2006-02-15 10:09:17","2"
704,154,1,"2006-02-15 10:09:17","2"
710,155,1,"2006-02-15 10:09:17","2"
713,155,2,"2006-02-15 10:09:17","2"
714,156,2,"2006-02-15 10:09:17","2"
722,158,2,"2006-02-15 10:09:17","2"
728,159,2,"2006-02-15 10:09:17","2"
733,160,2,"2006-02-15 10:09:17","2"
738,162,1,"2006-02-15 10:09:17","2"
744,162,2,"2006-02-15 10:09:17","2"
747,163,2,"2006-02-15 10:09:17","2"
748,164,1,"2006-02-15 10:09:17","2"
756,165,2,"2006-02-15 10:09:17","2"
767,167,1,"2006-02-15 10:09:17","2"
770,167,2,"2006-02-15 10:09:17","2"
772,168,1,"2006-02-15 10:09:17","2"
777,170,1,"2006-02-15 10:09:17","2"
779,170,2,"2006-02-15 10:09:17","2"
781,170,2,"2006-02-15 10:09:17","2"
790,173,1,"2006-02-15 10:09:17","2"
791,173,1,"2006-02-15 10:09:17","2"
792,173,1,"2006-02-15 10:09:17","2"
798,174,1,"2006-02-15 10:09:17","2"
801,174,2,"2006-02-15 10:09:17","2"
803,175,1,"2006-02-15 10:09:17","2"
812,176,2,"2006-02-15 10:09:17","2"
817,178,1,"2006-02-15 10:09:17","2"
820,179,1,"2006-02-15 10:09:17","2"
823,180,2,"2006-02-15 10:09:17","2"
827,181,1,"2006-02-15 10:09:17","2"
832,182,1,"2006-02-15 10:09:17","2"
836,183,1,"2006-02-15 10:09:17","2"
838,183,2,"2006-02-15 10:09:17","2"
852,187,2,"2006-02-15 10:09:17","2"
855,188,1,"2006-02-15 10:09:17","2"
857,189,1,"2006-02-15 10:09:17","2"
859,189,2,"2006-02-15 10:09:17","2"
861,189,2,"2006-02-15 10:09:17","2"
862,189,2,"2006-02-15 10:09:17","2"
866,190,2,"2006-02-15 10:09:17","2"
867,191,1,"2006-02-15 10:09:17","2"
875,193,1,"2006-02-15 10:09:17","2"
876,193,1,"2006-02-15 10:09:17","2"
878,193,2,"2006-02-15 10:09:17","2"
879,193,2,"2006-02-15 10:09:17","2"
880,193,2,"2006-02-15 10:09:17","2"
884,194,2,"2006-02-15 10:09:17","2"
885,196,1,"2006-02-15 10:09:17","2"
891,199,1,"2006-02-15 10:09:17","2"
893,199,2,"2006-02-15 10:09:17","2"
894,199,2,"2006-02-15 10:09:17","2"
900,200,1,"2006-02-15 10:09:17","2"
904,200,2,"2006-02-15 10:09:17","2"
918,204,1,"2006-02-15 10:09:17","2"
920,204,2,"2006-02-15 10:09:17","2"
925,205,1,"2006-02-15 10:09:17","2"
926,206,1,"2006-02-15 10:09:17","2"
929,206,1,"2006-02-15 10:09:17","2"
930,206,2,"2006-02-15 10:09:17","2"
934,207,1,"2006-02-15 10:09:17","2"
939,208,1,"2006-02-15 10:09:17","2"
940,208,1,"2006-02-15 10:09:17","2"
943,209,1,"2006-02-15 10:09:17","2"
954,212,2,"2006-02-15 10:09:17","2"
956,213,1,"2006-02-15 10:09:17","2"
960,214,2,"2006-02-15 10:09:17","2"
961,214,2,"2006-02-15 10:09:17","2"
962,214,2,"2006-02-15 10:09:17","2"
966,215,2,"2006-02-15 10:09:17","2"
968,215,2,"2006-02-15 10:09:17","2"
969,216,1,"2006-02-15 10:09:17","2"
972,216,2,"2006-02-15 10:09:17","2"
973,216,2,"2006-02-15 10:09:17","2"
974,218,1,"2006-02-15 10:09:17","2"
976,218,1,"2006-02-15 10:09:17","2"
981,219,1,"2006-02-15 10:09:17","2"
985,220,1,"2006-02-15 10:09:17","2"
998,222,2,"2006-02-15 10:09:17","2"
1004,225,1,"2006-02-15 10:09:17","2"
1005,225,1,"2006-02-15 10:09:17","2"
1006,226,1,"2006-02-15 10:09:17","2"
1010,226,2,"2006-02-15 10:09:17","2"
1011,227,1,"2006-02-15 10:09:17","2"
1016,228,1,"2006-02-15 10:09:17","2"
1018,228,1,"2006-02-15 10:09:17","2"
1023,229,1,"2006-02-15 10:09:17","2"
1029,231,1,"2006-02-15 10:09:17","2"
1031,231,1,"2006-02-15 10:09:17","2"
1032,231,1,"2006-02-15 10:09:17","2"
1034,231,2,"2006-02-15 10:09:17","2"
1035,231,2,"2006-02-15 10:09:17","2"
1037,232,1,"2006-02-15 10:09:17","2"
1038,232,1,"2006-02-15 10:09:17","2"
1040,232,2,"2006-02-15 10:09:17","2"
1045,233,1,"2006-02-15 10:09:17","2"
1046,233,2,"2006-02-15 10:09:17","2"
1051,234,1,"2006-02-15 10:09:17","2"
1052,234,2,"2006-02-15 10:09:17","2"
1059,235,2,"2006-02-15 10:09:17","2"
1065,237,1,"2006-02-15 10:09:17","2"
1068,238,1,"2006-02-15 10:09:17","2"
1072,239,1,"2006-02-15 10:09:17","2"
1074,239,2,"2006-02-15 10:09:17","2"
1078,240,2,"2006-02-15 10:09:17","2"
1079,240,2,"2006-02-15 10:09:17","2"
1082,241,1,"2006-02-15 10:09:17","2"
1088,242,2,"2006-02-15 10:09:17","2"
1089,243,1,"2006-02-15 10:09:17","2"
1094,243,2,"2006-02-15 10:09:17","2"
1098,244,1,"2006-02-15 10:09:17","2"
1104,245,1,"2006-02-15 10:09:17","2"
1106,245,2,"2006-02-15 10:09:17","2"
1109,246,2,"2006-02-15 10:09:17","2"
1112,247,1,"2006-02-15 10:09:17","2"
1117,247,2,"2006-02-15 10:09:17","2"
1120,248,2,"2006-02-15 10:09:17","2"
1125,249,2,"2006-02-15 10:09:17","2"
1126,249,2,"2006-02-15 10:09:17","2"
1128,250,2,"2006-02-15 10:09:17","2"
1132,251,1,"2006-02-15 10:09:17","2"
1134,251,2,"2006-02-15 10:09:17","2"
1136,252,1,"2006-02-15 10:09:17","2"
1140,252,2,"2006-02-15 10:09:17","2"
1149,254,1,"2006-02-15 10:09:17","2"
1153,255,1,"2006-02-15 10:09:17","2"
1155,255,1,"2006-02-15 10:09:17","2"
1159,256,2,"2006-02-15 10:09:17","2"
1161,256,2,"2006-02-15 10:09:17","2"
1163,257,2,"2006-02-15 10:09:17","2"
1165,258,2,"2006-02-15 10:09:17","2"
1169,259,1,"2006-02-15 10:09:17","2"
1171,260,2,"2006-02-15 10:09:17","2"
1180,263,1,"2006-02-15 10:09:17","2"
1195,266,1,"2006-02-15 10:09:17","2"
1196,266,2,"2006-02-15 10:09:17","2"
1205,267,2,"2006-02-15 10:09:17","2"
1207,268,2,"2006-02-15 10:09:17","2"
1210,269,2,"2006-02-15 10:09:17","2"
1212,269,2,"2006-02-15 10:09:17","2"
1217,270,2,"2006-02-15 10:09:17","2"
1228,272,1,"2006-02-15 10:09:17","2"
1232,273,1,"2006-02-15 10:09:17","2"
1233,273,1,"2006-02-15 10:09:17","2"
1234,273,2,"2006-02-15 10:09:17","2"
1238,274,1,"2006-02-15 10:09:17","2"
1240,274,2,"2006-02-15 10:09:17","2"
1248,275,2,"2006-02-15 10:09:17","2"
1249,276,1,"2006-02-15 10:09:17","2"
1250,276,1,"2006-02-15 10:09:17","2"
1256,278,1,"2006-02-15 10:09:17","2"
1260,280,1,"2006-02-15 10:09:17","2"
1262,280,1,"2006-02-15 10:09:17","2"
1267,281,1,"2006-02-15 10:09:17","2"
1268,281,2,"2006-02-15 10:09:17","2"
1274,282,1,"2006-02-15 10:09:17","2"
1276,282,2,"2006-02-15 10:09:17","2"
1280,283,1,"2006-02-15 10:09:17","2"
1285,284,2,"2006-02-15 10:09:17","2"
1289,285,1,"2006-02-15 10:09:17","2"
1297,286,2,"2006-02-15 10:09:17","2"
1301,287,1,"2006-02-15 10:09:17","2"
1316,291,1,"2006-02-15 10:09:17","2"
1320,292,1,"2006-02-15 10:09:17","2"
1325,293,1,"2006-02-15 10:09:17","2"
1327,293,2,"2006-02-15 10:09:17","2"
1328,293,2,"2006-02-15 10:09:17","2"
1329,293,2,"2006-02-15 10:09:17","2"
1333,294,2,"2006-02-15 10:09:17","2"
1335,295,1,"2006-02-15 10:09:17","2"
1341,295,2,"2006-02-15 10:09:17","2"
1345,296,1,"2006-02-15 10:09:17","2"
1346,296,1,"2006-02-15 10:09:17","2"
1348,297,2,"2006-02-15 10:09:17","2"
1353,298,2,"2006-02-15 10:09:17","2"
1360,300,2,"2006-02-15 10:09:17","2"
1362,300,2,"2006-02-15 10:09:17","2"
1365,301,1,"2006-02-15 10:09:17","2"
1371,301,2,"2006-02-15 10:09:17","2"
1375,302,2,"2006-02-15 10:09:17","2"
1377,302,2,"2006-02-15 10:09:17","2"
1384,304,1,"2006-02-15 10:09:17","2"
1390,305,1,"2006-02-15 10:09:17","2"
1394,305,2,"2006-02-15 10:09:17","2"
1397,306,1,"2006-02-15 10:09:17","2"
1415,309,2,"2006-02-15 10:09:17","2"
1416,310,1,"2006-02-15 10:09:17","2"
1418,311,1,"2006-02-15 10:09:17","2"
1419,311,1,"2006-02-15 10:09:17","2"
1430,313,1,"2006-02-15 10:09:17","2"
1436,314,2,"2006-02-15 10:09:17","2"
1439,314,2,"2006-02-15 10:09:17","2"
1445,317,1,"2006-02-15 10:09:17","2"
1447,317,1,"2006-02-15 10:09:17","2"
1448,317,1,"2006-02-15 10:09:17","2"
1450,317,2,"2006-02-15 10:09:17","2"
1455,319,2,"2006-02-15 10:09:17","2"
1461,320,1,"2006-02-15 10:09:17","2"
1468,321,1,"2006-02-15 10:09:17","2"
1470,322,1,"2006-02-15 10:09:17","2"
1475,322,2,"2006-02-15 10:09:17","2"
1477,323,2,"2006-02-15 10:09:17","2"
1479,323,2,"2006-02-15 10:09:17","2"
1483,324,2,"2006-02-15 10:09:17","2"
1485,326,1,"2006-02-15 10:09:17","2"
1487,326,2,"2006-02-15 10:09:17","2"
1493,327,1,"2006-02-15 10:09:17","2"
1499,328,2,"2006-02-15 10:09:17","2"
1501,329,1,"2006-02-15 10:09:17","2"
1504,329,2,"2006-02-15 10:09:17","2"
1506,329,2,"2006-02-15 10:09:17","2"
1507,330,1,"2006-02-15 10:09:17","2"
1517,331,1,"2006-02-15 10:09:17","2"
1519,331,2,"2006-02-15 10:09:17","2"
1532,335,1,"2006-02-15 10:09:17","2"
1537,336,2,"2006-02-15 10:09:17","2"
1538,336,2,"2006-02-15 10:09:17","2"
1541,337,2,"2006-02-15 10:09:17","2"
1542,337,2,"2006-02-15 10:09:17","2"
1545,338,2,"2006-02-15 10:09:17","2"
1549,340,1,"2006-02-15 10:09:17","2"
1559,342,1,"2006-02-15 10:09:17","2"
1560,342,1,"2006-02-15 10:09:17","2"
1563,343,1,"2006-02-15 10:09:17","2"
1566,344,1,"2006-02-15 10:09:17","2"
1574,345,2,"2006-02-15 10:09:17","2"
1576,346,1,"2006-02-15 10:09:17","2"
1577,346,2,"2006-02-15 10:09:17","2"
1582,347,1,"2006-02-15 10:09:17","2"
1583,347,1,"2006-02-15 10:09:17","2"
1587,348,2,"2006-02-15 10:09:17","2"
1593,349,2,"2006-02-15 10:09:17","2"
1596,350,1,"2006-02-15 10:09:17","2"
1597,350,1,"2006-02-15 10:09:17","2"
1598,350,1,"2006-02-15 10:09:17","2"
1600,350,2,"2006-02-15 10:09:17","2"
1601,350,2,"2006-02-15 10:09:17","2"
1603,350,2,"2006-02-15 10:09:17","2"
1605,351,1,"2006-02-15 10:09:17","2"
1609,351,2,"2006-02-15 10:09:17","2"
1610,352,2,"2006-02-15 10:09:17","2"
1611,352,2,"2006-02-15 10:09:17","2"
1612,352,2,"2006-02-15 10:09:17","2"
1633,356,2,"2006-02-15 10:09:17","2"
1634,356,2,"2006-02-15 10:09:17","2"
1635,357,2,"2006-02-15 10:09:17","2"
1636,357,2,"2006-02-15 10:09:17","2"
1637,357,2,"2006-02-15 10:09:17","2"
1645,358,2,"2006-02-15 10:09:17","2"
1646,358,2,"2006-02-15 10:09:17","2"
1647,360,1,"2006-02-15 10:09:17","2"
1650,360,1,"2006-02-15 10:09:17","2"
1658,361,2,"2006-02-15 10:09:17","2"
1659,362,1,"2006-02-15 10:09:17","2"
1663,363,1,"2006-02-15 10:09:17","2"
1664,363,2,"2006-02-15 10:09:17","2"
1667,364,1,"2006-02-15 10:09:17","2"
1668,364,1,"2006-02-15 10:09:17","2"
1673,365,2,"2006-02-15 10:09:17","2"
1674,366,1,"2006-02-15 10:09:17","2"
1678,366,2,"2006-02-15 10:09:17","2"
1682,367,1,"2006-02-15 10:09:17","2"
1698,370,1,"2006-02-15 10:09:17","2"
1705,371,1,"2006-02-15 10:09:17","2"
1709,373,1,"2006-02-15 10:09:17","2"
1710,373,1,"2006-02-15 10:09:17","2"
1712,373,2,"2006-02-15 10:09:17","2"
1723,376,1,"2006-02-15 10:09:17","2"
1727,376,2,"2006-02-15 10:09:17","2"
1743,379,2,"2006-02-15 10:09:17","2"
1747,380,1,"2006-02-15 10:09:17","2"
1752,381,1,"2006-02-15 10:09:17","2"
1754,381,2,"2006-02-15 10:09:17","2"
1759,382,1,"2006-02-15 10:09:17","2"
1762,382,2,"2006-02-15 10:09:17","2"
1767,383,1,"2006-02-15 10:09:17","2"
1770,384,2,"2006-02-15 10:09:17","2"
1771,384,2,"2006-02-15 10:09:17","2"
1773,385,1,"2006-02-15 10:09:17","2"
1775,385,2,"2006-02-15 10:09:17","2"
1784,388,1,"2006-02-15 10:09:17","2"
1793,389,2,"2006-02-15 10:09:17","2"
1794,390,1,"2006-02-15 10:09:17","2"
1796,390,1,"2006-02-15 10:09:17","2"
1802,391,2,"2006-02-15 10:09:17","2"
1803,391,2,"2006-02-15 10:09:17","2"
1804,392,1,"2006-02-15 10:09:17","2"
1807,392,1,"2006-02-15 10:09:17","2"
1809,392,2,"2006-02-15 10:09:17","2"
1812,394,1,"2006-02-15 10:09:17","2"
1813,394,1,"2006-02-15 10:09:17","2"
1831,397,2,"2006-02-15 10:09:17","2"
1832,397,2,"2006-02-15 10:09:17","2"
1839,400,1,"2006-02-15 10:09:17","2"
1840,400,1,"2006-02-15 10:09:17","2"
1844,402,1,"2006-02-15 10:09:17","2"
1854,403,2,"2006-02-15 10:09:17","2"
1860,406,1,"2006-02-15 10:09:17","2"
1861,406,2,"2006-02-15 10:09:17","2"
1865,407,1,"2006-02-15 10:09:17","2"
1867,408,1,"2006-02-15 10:09:17","2"
1873,408,2,"2006-02-15 10:09:17","2"
1874,409,1,"2006-02-15 10:09:17","2"
1875,409,1,"2006-02-15 10:09:17","2"
1876,409,1,"2006-02-15 10:09:17","2"
1882,410,1,"2006-02-15 10:09:17","2"
1883,410,1,"2006-02-15 10:09:17","2"
1887,411,1,"2006-02-15 10:09:17","2"
1889,412,1,"2006-02-15 10:09:17","2"
1891,412,1,"2006-02-15 10:09:17","2"
1892,412,2,"2006-02-15 10:09:17","2"
1894,412,2,"2006-02-15 10:09:17","2"
1898,413,1,"2006-02-15 10:09:17","2"
1900,414,1,"2006-02-15 10:09:17","2"
1908,415,2,"2006-02-15 10:09:17","2"
1912,416,1,"2006-02-15 10:09:17","2"
1916,416,2,"2006-02-15 10:09:17","2"
1918,417,1,"2006-02-15 10:09:17","2"
1924,418,1,"2006-02-15 10:09:17","2"
1927,418,2,"2006-02-15 10:09:17","2"
1931,420,1,"2006-02-15 10:09:17","2"
1933,420,2,"2006-02-15 10:09:17","2"
1949,424,2,"2006-02-15 10:09:17","2"
1965,428,2,"2006-02-15 10:09:17","2"
1968,429,2,"2006-02-15 10:09:17","2"
1969,429,2,"2006-02-15 10:09:17","2"
1971,429,2,"2006-02-15 10:09:17","2"
1977,431,2,"2006-02-15 10:09:17","2"
1978,431,2,"2006-02-15 10:09:17","2"
1981,432,1,"2006-02-15 10:09:17","2"
1990,434,1,"2006-02-15 10:09:17","2"
1996,434,2,"2006-02-15 10:09:17","2"
2000,436,1,"2006-02-15 10:09:17","2"
2002,436,1,"2006-02-15 10:09:17","2"
2004,436,2,"2006-02-15 10:09:17","2"
2006,437,1,"2006-02-15 10:09:17","2"
2016,438,2,"2006-02-15 10:09:17","2"
2017,439,1,"2006-02-15 10:09:17","2"
2018,439,1,"2006-02-15 10:09:17","2"
2019,439,1,"2006-02-15 10:09:17","2"
2023,440,1,"2006-02-15 10:09:17","2"
2024,440,1,"2006-02-15 10:09:17","2"
2027,441,1,"2006-02-15 10:09:17","2"
2032,443,1,"2006-02-15 10:09:17","2"
2042,444,1,"2006-02-15 10:09:17","2"
2043,444,2,"2006-02-15 10:09:17","2"
2044,444,2,"2006-02-15 10:09:17","2"
2046,444,2,"2006-02-15 10:09:17","2"
2059,447,1,"2006-02-15 10:09:17","2"
2061,447,2,"2006-02-15 10:09:17","2"
2068,448,2,"2006-02-15 10:09:17","2"
2070,449,2,"2006-02-15 10:09:17","2"
2073,450,1,"2006-02-15 10:09:17","2"
2083,451,2,"2006-02-15 10:09:17","2"
2088,452,2,"2006-02-15 10:09:17","2"
2093,453,2,"2006-02-15 10:09:17","2"
2101,456,1,"2006-02-15 10:09:17","2"
2103,456,2,"2006-02-15 10:09:17","2"
2107,457,1,"2006-02-15 10:09:17","2"
2111,457,2,"2006-02-15 10:09:17","2"
2112,458,1,"2006-02-15 10:09:17","2"
2115,458,2,"2006-02-15 10:09:17","2"
2116,458,2,"2006-02-15 10:09:17","2"
2117,458,2,"2006-02-15 10:09:17","2"
2118,459,2,"2006-02-15 10:09:17","2"
2126,460,2,"2006-02-15 10:09:17","2"
2130,461,2,"2006-02-15 10:09:17","2"
2133,461,2,"2006-02-15 10:09:17","2"
2138,462,2,"2006-02-15 10:09:17","2"
2143,463,2,"2006-02-15 10:09:17","2"
2144,464,1,"2006-02-15 10:09:17","2"
2145,464,1,"2006-02-15 10:09:17","2"
2149,464,2,"2006-02-15 10:09:17","2"
2150,464,2,"2006-02-15 10:09:17","2"
2155,465,2,"2006-02-15 10:09:17","2"
2158,467,1,"2006-02-15 10:09:17","2"
2159,467,1,"2006-02-15 10:09:17","2"
2163,467,2,"2006-02-15 10:09:17","2"
2172,468,2,"2006-02-15 10:09:17","2"
2177,470,1,"2006-02-15 10:09:17","2"
2178,471,1,"2006-02-15 10:09:17","2"
2183,471,2,"2006-02-15 10:09:17","2"
2197,475,2,"2006-02-15 10:09:17","2"
2198,476,1,"2006-02-15 10:09:17","2"
2206,477,2,"2006-02-15 10:09:17","2"
2208,478,1,"2006-02-15 10:09:17","2"
2209,478,1,"2006-02-15 10:09:17","2"
2210,478,2,"2006-02-15 10:09:17","2"
2222,481,1,"2006-02-15 10:09:17","2"
2224,481,1,"2006-02-15 10:09:17","2"
2226,481,2,"2006-02-15 10:09:17","2"
2228,482,1,"2006-02-15 10:09:17","2"
2231,483,1,"2006-02-15 10:09:17","2"
2236,484,1,"2006-02-15 10:09:17","2"
2237,484,1,"2006-02-15 10:09:17","2"
2239,484,1,"2006-02-15 10:09:17","2"
2243,485,2,"2006-02-15 10:09:17","2"
2244,485,2,"2006-02-15 10:09:17","2"
2245,485,2,"2006-02-15 10:09:17","2"
2246,486,1,"2006-02-15 10:09:17","2"
2251,486,2,"2006-02-15 10:09:17","2"
2256,488,1,"2006-02-15 10:09:17","2"
2266,489,2,"2006-02-15 10:09:17","2"
2273,491,2,"2006-02-15 10:09:17","2"
2289,496,2,"2006-02-15 10:09:17","2"
2293,498,1,"2006-02-15 10:09:17","2"
2297,500,1,"2006-02-15 10:09:17","2"
2298,500,1,"2006-02-15 10:09:17","2"
2299,500,1,"2006-02-15 10:09:17","2"
2300,500,2,"2006-02-15 10:09:17","2"
2303,500,2,"2006-02-15 10:09:17","2"
2309,502,1,"2006-02-15 10:09:17","2"
2311,502,1,"2006-02-15 10:09:17","2"
2315,502,2,"2006-02-15 10:09:17","2"
2318,503,1,"2006-02-15 10:09:17","2"
2321,504,1,"2006-02-15 10:09:17","2"
